order_id,order_type,trial_alias,order_status,fing_batch,ly_number,fing_material,pcn,bom_item_category,bom_item_p,bom_item_b,bom_item_l,unit,order_quantity,single_panel_qty,booklet_panel_qty,package_form,qty_planned,qty_delivered,mrp_controller,purchase_document_number,mrp_group_desc,order_start_confirm,order_start_planned,planned_end_date,planned_enddate_qa_disposition_date,order_start_days_off,order_complete_days_off,order_delivery_day_off,start_delivery_date,booklet_label,plant,planned_or_process,plant_desc,operation_number,qa_disposition_date,date_of_last_change,recipe_id,supply_type,vendor_id,vendor_name,ud_change_date,ud_code,ud_code_use_date,teco_flag,shop_order,start_day_off,first_goods_receipt_date,delivery_type,deliver_date,actual_goods_issue_date,shared_across
CDED8377-18B,ZDOM,CT-3472-PNG,In Progress,LOT-14377768,LY4064120,MAT-45907,PCN-56456,So,General,Yeah,Administration,EA,186,98,19,PK-262236,189,181,MRP-115,5066648986,G2 Commercial,Better,2025-06-23,2025-08-16,2024-12-17,11,18,2025-08-27,2023-11-26,Consumer,LAT04,Include,LAT04 Manufacturing,OP82,2024-09-08,2024-03-25,RC8653,Primary,V406381,Sullivan PLC Pharma,2024-12-08,Um-2532,2026-02-27,No,SO-166130,2026-04-28,2025-07-10,Express,2025-07-29,2025-07-02,Regional
E1DECF3D-AD6,ZPP1,CT-7487-KNX,Closed,LOT-17450919,LY9722544,MAT-18458,PCN-67012,Animal,Risk,Trade,Want,EA,202,382,278,PK-647666,201,202,MRP-102,7311242560,G1 Clinical,Probably,2025-03-08,2025-04-30,2025-05-06,20,6,2025-04-03,2026-01-13,Hope,EU02,Difficult,EU02 Manufacturing,OP68,2026-03-13,2024-09-16,RC5482,Backup,V409017,Fox Inc Pharma,2024-10-16,PG-7044,2026-02-14,No,SO-211482,2026-07-17,2025-03-23,Standard,2025-04-16,2025-03-20,Study Only
F5EA0FB0-86D,ZDOM,CT-3230-HFO,Closed,LOT-32873081,LY9522592,MAT-73628,PCN-40542,Dog,Threat,Sister,Break,EA,148,250,295,PK-370438,155,146,MRP-138,1503297124,G3 Pilot,Take,2025-03-22,2025-04-26,2026-04-07,4,10,2026-03-27,2026-06-09,Hair,US01,Herself,US01 Manufacturing,OP90,2026-07-28,2024-12-25,RC1163,Primary,V598922,"Roberts, Franco and Rice Pharma",2026-05-19,gM-7007,2025-11-22,No,SO-399791,2024-02-11,2025-04-06,Standard,2025-04-18,2025-04-08,Global
A66ABC3D-ED8,ZPP1,CT-9831-IEW,In Progress,LOT-46257312,LY7322964,MAT-49651,PCN-88678,Own,Trouble,Player,Party,EA,172,60,218,PK-167294,176,171,MRP-112,9452795218,G1 Clinical,Central,2025-10-08,2025-11-09,2026-04-14,6,16,2026-09-21,2025-04-01,Baby,AP03,Sit,AP03 Manufacturing,OP29,2025-07-04,2024-10-11,RC7112,Primary,V696842,Johnson LLC Pharma,2023-12-15,Lg-7576,2025-02-05,No,SO-773929,2025-10-15,2025-10-21,Express,2025-10-22,2025-10-19,Regional
95696318-323,ZPP2,CT-3228-ZKT,Created,LOT-63418468,LY4075779,MAT-61362,PCN-80520,Foot,Full,Provide,Response,EA,123,295,345,PK-637404,130,123,MRP-134,2511724141,G3 Pilot,Minute,2024-12-23,2025-02-16,2025-02-13,5,24,2025-07-09,2025-07-10,Election,US01,Stand,US01 Manufacturing,OP51,2025-04-28,2025-08-10,RC1437,Primary,V770239,Ward Inc Pharma,2026-03-23,Ph-7032,2026-03-11,Yes,SO-419576,2026-06-13,2025-01-11,Standard,2025-01-30,2025-01-07,Study Only
A7AEB7DC-2CF,ZPP1,CT-5014-EEP,In Progress,LOT-29384973,LY8960368,MAT-53554,PCN-79677,Daughter,Responsibility,Take,Sign,EA,208,14,115,PK-213463,207,207,MRP-103,3887754615,G2 Commercial,Political,2025-07-07,2025-08-09,2025-04-19,4,28,2025-09-06,2024-08-27,They,LAT04,Future,LAT04 Manufacturing,OP65,2024-11-30,2024-09-27,RC9948,Primary,V536902,"Holland, Clarke and Baird Pharma",2026-08-24,HE-0478,2025-03-16,Yes,SO-636590,2025-02-14,2025-07-16,Standard,2025-07-21,2025-07-22,Global
D4D67F91-29D,ZDOM,CT-9831-IEW,Released,LOT-82476241,LY7996053,MAT-16078,PCN-79505,Picture,Reason,Nothing,Direction,EA,98,145,500,PK-787444,100,96,MRP-139,5019225150,G3 Pilot,House,2025-02-18,2025-04-06,2025-03-28,27,5,2025-01-06,2026-05-09,New,LAT04,Exist,LAT04 Manufacturing,OP98,2025-11-07,2024-12-15,RC3114,Primary,V964130,Lee LLC Pharma,2026-06-24,kO-8797,2024-06-22,No,SO-224144,2024-06-03,2025-03-05,Express,2025-03-24,2025-02-28,Study Only
06816510-E5D,ZDOM,CT-8970-PLO,Closed,LOT-43759862,LY1266319,MAT-84265,PCN-98594,Scene,Media,Above,Above,EA,98,430,121,PK-952872,99,94,MRP-137,8940575719,G1 Clinical,Father,2025-07-24,2025-09-02,2026-06-23,24,12,2024-09-24,2025-01-03,What,EU02,Republican,EU02 Manufacturing,OP67,2026-03-26,2025-01-15,RC5669,Primary,V836988,"Stevens, Clark and Chavez Pharma",2024-08-07,Gw-9596,2025-05-29,No,SO-491640,2025-05-16,2025-08-12,Express,2025-08-20,2025-08-05,Regional
1466B603-499,ZPP1,CT-8015-GMQ,Released,LOT-23670572,LY6470950,MAT-91309,PCN-62138,Century,Challenge,Series,Leg,EA,229,218,429,PK-152801,225,224,MRP-118,4728535456,G2 Commercial,Former,2024-11-27,2025-01-10,2024-09-07,11,18,2024-10-04,2024-09-24,Face,LAT04,Happy,LAT04 Manufacturing,OP51,2025-05-10,2025-08-14,RC9312,Primary,V140839,Herman LLC Pharma,2024-08-26,SH-8500,2026-07-26,Yes,SO-461981,2025-12-26,2024-12-06,Standard,2024-12-23,2024-12-08,Global
092A544D-1B7,ZPP1,CT-9781-BYC,Completed,LOT-37532398,LY3568692,MAT-98864,PCN-16741,Recognize,Western,Five,City,EA,282,409,1,PK-664520,290,280,MRP-119,6096204812,G2 Commercial,Development,2025-03-01,2025-04-12,2025-10-05,4,10,2023-11-24,2024-04-27,Generation,AP03,Member,AP03 Manufacturing,OP20,2025-02-20,2026-09-25,RC4314,Backup,V786892,George-Henderson Pharma,2026-10-03,XR-6553,2023-11-19,Yes,SO-123137,2025-11-08,2025-03-13,Express,2025-03-24,2025-03-14,Regional
D991D9F7-CFE,ZPP1,CT-7487-KNX,Released,LOT-70758392,LY4411735,MAT-56157,PCN-49414,Few,Hotel,Southern,Black,EA,206,131,45,PK-567216,215,203,MRP-116,6233550564,G1 Clinical,Finish,2025-07-03,2025-08-27,2024-06-15,9,30,2025-11-25,2025-08-21,Miss,EU02,Social,EU02 Manufacturing,OP32,2024-10-19,2026-04-14,RC8208,Backup,V684959,Leblanc-Ward Pharma,2026-02-06,su-6999,2024-08-07,Yes,SO-184754,2024-06-26,2025-07-23,Express,2025-08-10,2025-07-24,Regional
79E2FD5B-55E,ZDOM,CT-8742-ECD,Created,LOT-97576608,LY6280746,MAT-47140,PCN-35393,Detail,Deep,Practice,Keep,EA,37,118,411,PK-505892,42,32,MRP-111,5710989289,G1 Clinical,Enough,2025-10-09,2025-11-01,2026-01-22,3,6,2024-05-01,2024-12-21,Yet,US01,Agent,US01 Manufacturing,OP91,2024-09-12,2024-11-01,RC5978,Primary,V596652,Scott LLC Pharma,2025-08-29,Dd-6940,2024-10-24,Yes,SO-267533,2024-10-24,2025-10-24,Standard,2025-10-23,2025-10-22,Regional
B8C67610-950,ZPP2,CT-9771-CZL,Released,LOT-83383410,LY1165054,MAT-22610,PCN-65189,Oil,Plan,Player,Travel,EA,259,337,14,PK-526852,257,259,MRP-108,4480060077,G3 Pilot,Clearly,2025-06-04,2025-08-01,2026-02-06,13,21,2025-06-20,2025-03-03,Recently,LAT04,Main,LAT04 Manufacturing,OP47,2024-05-23,2026-03-22,RC2836,Primary,V354768,Dixon Inc Pharma,2024-09-03,Vl-7608,2023-12-23,Yes,SO-530354,2024-10-05,2025-06-22,Standard,2025-07-12,2025-06-18,Global
9E01693A-016,ZPP1,CT-3472-PNG,Completed,LOT-89268420,LY5098310,MAT-84153,PCN-51373,Ago,Area,Building,Process,EA,250,479,163,PK-422544,247,250,MRP-118,2182922465,G2 Commercial,Attention,2025-07-16,2025-08-20,2025-02-18,30,16,2023-12-26,2024-05-31,Try,US01,None,US01 Manufacturing,OP48,2025-03-20,2025-01-07,RC5016,Primary,V291970,"Lawrence, Thomas and Williams Pharma",2025-09-25,Gq-0042,2026-10-08,Yes,SO-994044,2024-04-02,2025-07-27,Express,2025-08-11,2025-07-27,Regional
6C1C5C9C-E11,ZDOM,CT-5806-JWO,Closed,LOT-26730959,LY9431912,MAT-81584,PCN-84777,Yeah,Yeah,To,Television,EA,21,161,351,PK-202964,17,21,MRP-136,6403153807,G2 Commercial,Research,2025-07-26,2025-09-04,2024-11-08,14,20,2024-07-20,2025-06-23,Tv,US01,Never,US01 Manufacturing,OP26,2026-08-07,2026-01-15,RC4144,Backup,V366606,Wells-Walsh Pharma,2025-10-28,tI-1342,2025-09-19,No,SO-788294,2026-01-28,2025-08-06,Standard,2025-08-19,2025-08-06,Regional
43F442CA-654,ZPP1,CT-7487-KNX,Closed,LOT-31152831,LY7811742,MAT-59372,PCN-70645,Research,Pattern,Agree,White,EA,291,270,235,PK-252132,288,289,MRP-126,9226128762,G3 Pilot,Away,2025-01-20,2025-02-14,2025-12-27,20,30,2025-12-22,2024-12-31,Central,US01,Line,US01 Manufacturing,OP98,2024-07-06,2025-11-03,RC7233,Backup,V837828,Mccormick-Martinez Pharma,2024-05-09,TS-4873,2024-03-13,No,SO-147171,2024-10-13,2025-02-01,Express,2025-02-02,2025-01-31,Study Only
19165D8C-A56,ZPP2,CT-5806-JWO,Created,LOT-26730959,LY4694640,MAT-81584,PCN-61721,Region,Option,Side,Section,EA,119,25,406,PK-666795,129,118,MRP-136,9275209647,G3 Pilot,Party,2025-01-08,2025-02-19,2024-09-21,30,2,2025-03-02,2025-05-13,Point,US01,Speak,US01 Manufacturing,OP46,2026-10-25,2025-02-12,RC8185,Backup,V944919,Miller LLC Pharma,2023-12-19,hV-3575,2025-01-24,Yes,SO-631868,2026-01-11,2025-01-18,Standard,2025-02-08,2025-01-17,Regional
84747643-3B7,ZPP1,CT-5014-EEP,Created,LOT-35809899,LY4840901,MAT-39627,PCN-62087,Those,Box,Design,Education,EA,27,255,241,PK-147412,29,27,MRP-123,8224488868,G3 Pilot,Interesting,2025-09-09,2025-10-13,2025-06-13,2,2,2026-09-20,2023-11-14,Whatever,LAT04,Range,LAT04 Manufacturing,OP96,2025-03-28,2023-12-02,RC6322,Backup,V645502,Cruz-French Pharma,2026-04-14,Sr-0633,2024-09-09,No,SO-785711,2023-11-17,2025-09-20,Standard,2025-10-07,2025-09-22,Regional
1237E7EE-E08,ZDOM,CT-5014-EEP,Created,LOT-27803441,LY2810416,MAT-53554,PCN-83052,Central,House,Letter,Social,EA,30,194,305,PK-764677,29,29,MRP-103,6711726889,G1 Clinical,There,2025-03-19,2025-04-26,2024-09-10,4,22,2023-12-11,2024-03-30,Bag,LAT04,Arm,LAT04 Manufacturing,OP65,2024-09-06,2024-04-25,RC9029,Primary,V461816,Huynh Group Pharma,2026-06-10,Ch-8738,2026-02-25,Yes,SO-866371,2026-01-01,2025-04-02,Express,2025-04-12,2025-03-28,Study Only
423FCCAC-9C3,ZPP1,CT-3395-UCM,Released,LOT-62442527,LY7022547,MAT-40706,PCN-32514,Year,Affect,Hand,Recent,EA,38,62,270,PK-265861,41,33,MRP-103,3539950106,G1 Clinical,Follow,2024-12-02,2025-01-03,2025-12-02,11,11,2025-04-23,2024-07-12,Around,US01,Network,US01 Manufacturing,OP71,2025-08-19,2024-08-19,RC5398,Primary,V418321,Zavala-Wiley Pharma,2024-04-07,VL-0832,2023-12-18,Yes,SO-512864,2026-04-25,2024-12-18,Express,2024-12-20,2024-12-15,Global
9313CC9E-3F2,ZDOM,CT-4229-AWU,Closed,LOT-12068529,LY6049848,MAT-47986,PCN-18759,Cost,Stand,Me,Thought,EA,61,77,1,PK-618075,61,58,MRP-130,3817961698,G2 Commercial,Pretty,2024-12-01,2025-01-11,2025-04-29,19,13,2024-11-27,2024-04-17,Network,AP03,Finally,AP03 Manufacturing,OP19,2025-08-05,2025-04-09,RC3773,Backup,V424505,"Jones, Price and Kim Pharma",2024-02-28,nr-9132,2024-07-01,No,SO-662441,2024-11-16,2024-12-16,Express,2025-01-06,2024-12-21,Regional
6EDC0958-393,ZDOM,CT-7047-GQC,Released,LOT-66613397,LY7487286,MAT-18097,PCN-76808,Hot,Policy,Able,Spend,EA,189,100,362,PK-671149,184,187,MRP-114,8073572177,G3 Pilot,Ten,2025-01-15,2025-02-20,2025-10-20,25,2,2024-01-24,2024-11-08,Mind,AP03,Another,AP03 Manufacturing,OP47,2024-11-24,2025-03-20,RC7009,Primary,V928923,Andrews-Hudson Pharma,2025-04-23,Kj-6298,2024-10-09,Yes,SO-427448,2024-12-12,2025-02-06,Express,2025-02-13,2025-01-30,Global
3927BB78-AC5,ZDOM,CT-6592-IDY,In Progress,LOT-69596629,LY9819439,MAT-49508,PCN-62608,Figure,Around,Show,Near,EA,233,417,245,PK-908954,243,228,MRP-116,5471639154,G2 Commercial,Student,2025-03-14,2025-04-08,2023-12-11,9,10,2024-06-22,2025-09-16,Sort,LAT04,Nothing,LAT04 Manufacturing,OP40,2025-03-14,2026-07-19,RC4292,Backup,V674661,Proctor and Sons Pharma,2025-08-21,Du-2171,2026-05-05,No,SO-482806,2024-09-16,2025-03-31,Express,2025-04-01,2025-03-25,Regional
71D8D50F-7AE,ZPP1,CT-9831-IEW,Closed,LOT-26376337,LY1546492,MAT-33775,PCN-26037,Such,Collection,Majority,Rather,EA,195,42,136,PK-718960,197,195,MRP-113,5983296403,G1 Clinical,Learn,2025-06-14,2025-08-05,2026-05-16,19,30,2026-01-22,2025-01-21,Travel,LAT04,Service,LAT04 Manufacturing,OP94,2024-12-08,2026-03-24,RC1074,Backup,V778895,Velazquez Group Pharma,2025-08-05,SB-0217,2024-02-10,No,SO-741985,2024-09-29,2025-07-01,Express,2025-07-24,2025-07-04,Global
16279966-43F,ZPP2,CT-3230-HFO,Completed,LOT-58463446,LY4886175,MAT-54713,PCN-37283,Arrive,Car,Recently,Raise,EA,154,213,389,PK-455281,158,153,MRP-134,3004639710,G3 Pilot,State,2024-11-20,2024-12-28,2024-06-18,29,4,2026-10-01,2024-09-12,Behavior,AP03,Suggest,AP03 Manufacturing,OP76,2024-03-16,2024-11-26,RC4549,Backup,V513362,Matthews LLC Pharma,2024-06-30,ws-2666,2025-09-15,No,SO-725528,2025-07-01,2024-12-02,Standard,2024-12-20,2024-12-03,Study Only
3B0FDA9F-884,ZPP2,CT-9831-IEW,In Progress,LOT-82476241,LY1978128,MAT-16078,PCN-21630,Picture,Prevent,With,Public,EA,253,468,212,PK-798087,254,250,MRP-139,2135679635,G1 Clinical,Cup,2025-07-20,2025-08-29,2026-02-13,2,7,2026-04-10,2025-03-24,Rest,LAT04,See,LAT04 Manufacturing,OP60,2026-02-19,2025-04-30,RC6787,Backup,V183836,"Roberts, Hill and Brewer Pharma",2025-03-19,pS-8737,2025-07-17,Yes,SO-946312,2026-03-17,2025-08-03,Standard,2025-08-18,2025-08-02,Study Only
A7510327-2D1,ZPP1,CT-3636-AVP,Created,LOT-27778437,LY6174712,MAT-54383,PCN-71729,Best,Together,Window,Difference,EA,168,288,316,PK-474645,167,164,MRP-108,8118027227,G1 Clinical,Something,2025-05-16,2025-06-19,2025-08-26,25,16,2026-05-13,2025-07-31,Much,EU02,Law,EU02 Manufacturing,OP93,2025-10-10,2023-11-15,RC1259,Backup,V289245,Hoffman-Perry Pharma,2023-11-23,Eh-5090,2024-04-04,Yes,SO-937817,2024-04-18,2025-05-24,Standard,2025-06-02,2025-05-26,Global
CE77A960-CDA,ZPP1,CT-7047-GQC,Completed,LOT-73100049,LY2446003,MAT-58634,PCN-58787,Beautiful,Course,Color,Eat,EA,283,8,382,PK-794625,282,283,MRP-109,9262005068,G2 Commercial,Small,2025-04-15,2025-05-19,2026-02-02,26,16,2025-01-01,2025-05-03,Kind,EU02,Challenge,EU02 Manufacturing,OP40,2026-05-21,2024-03-14,RC5545,Backup,V802989,Martin-Avila Pharma,2024-02-27,qr-7617,2024-01-09,Yes,SO-597725,2026-01-24,2025-04-30,Standard,2025-05-12,2025-04-28,Global
13D23ECC-032,ZDOM,CT-4229-AWU,Closed,LOT-85774109,LY8215858,MAT-22354,PCN-34978,Attorney,Special,Light,Cell,EA,258,419,298,PK-997417,264,256,MRP-135,9744752250,G1 Clinical,Girl,2025-09-14,2025-10-22,2025-10-06,12,2,2025-12-03,2024-04-30,Pm,LAT04,Many,LAT04 Manufacturing,OP78,2024-08-28,2025-03-13,RC9052,Backup,V194324,Bush-Hernandez Pharma,2024-07-29,LN-9936,2024-05-21,Yes,SO-303684,2024-11-02,2025-09-22,Express,2025-10-02,2025-09-22,Global
DB096D51-BDC,ZPP2,CT-3228-ZKT,Closed,LOT-63567190,LY9051758,MAT-30703,PCN-15255,Speech,Cause,Only,Try,EA,216,49,147,PK-999770,219,214,MRP-124,6835952350,G3 Pilot,Eight,2025-09-20,2025-11-02,2025-09-21,17,26,2026-04-27,2025-07-13,Never,AP03,Night,AP03 Manufacturing,OP17,2026-05-27,2026-01-10,RC4221,Primary,V914028,"Steele, Skinner and Alexander Pharma",2025-11-29,RF-9618,2024-10-27,Yes,SO-564011,2024-08-05,2025-10-01,Standard,2025-10-25,2025-10-06,Global
5B47E6AA-FAF,ZDOM,CT-5014-EEP,Created,LOT-27803441,LY9074621,MAT-53554,PCN-51752,Dog,Similar,Manage,Lawyer,EA,220,220,140,PK-654188,224,220,MRP-103,6320653560,G2 Commercial,Issue,2025-08-12,2025-09-16,2026-05-13,21,11,2024-07-03,2026-09-28,Century,LAT04,Writer,LAT04 Manufacturing,OP48,2024-11-24,2026-07-16,RC9221,Primary,V504081,Williams and Sons Pharma,2023-11-21,Lh-4181,2024-06-06,Yes,SO-660883,2026-05-19,2025-09-02,Standard,2025-09-05,2025-08-28,Study Only
ECA8CBD1-E04,ZDOM,CT-6551-IBW,In Progress,LOT-34574127,LY1141666,MAT-79992,PCN-48504,Whom,Raise,Tree,Picture,EA,299,427,263,PK-423340,302,298,MRP-115,2417381348,G3 Pilot,Trade,2024-11-04,2024-12-22,2024-09-02,4,26,2024-02-17,2026-11-11,Decade,EU02,Dinner,EU02 Manufacturing,OP96,2024-04-04,2026-07-11,RC3906,Backup,V355576,"Thomas, Meza and Wright Pharma",2025-01-13,Zy-7910,2026-03-24,Yes,SO-158820,2024-04-26,2024-11-20,Express,2024-12-14,2024-11-20,Study Only
D5E639AD-82A,ZPP2,CT-7487-KNX,Released,LOT-31152831,LY4980581,MAT-59372,PCN-96082,Many,Soldier,Strategy,Wind,EA,251,105,32,PK-445562,252,251,MRP-126,1745843004,G1 Clinical,Hundred,2025-05-06,2025-06-09,2024-05-14,22,5,2024-01-17,2024-02-16,Enough,US01,Few,US01 Manufacturing,OP44,2025-02-22,2026-05-15,RC4459,Backup,V675202,Jones-Thompson Pharma,2025-11-11,lh-3941,2023-12-27,No,SO-483145,2026-08-20,2025-05-18,Standard,2025-05-22,2025-05-14,Study Only
7C05434F-BD5,ZPP1,CT-2004-PSX,In Progress,LOT-75185716,LY8562346,MAT-97442,PCN-62429,Available,Until,It,A,EA,78,221,316,PK-319068,88,74,MRP-101,1491454640,G1 Clinical,Theory,2025-02-21,2025-03-24,2024-06-04,30,6,2025-03-07,2024-11-21,This,EU02,Away,EU02 Manufacturing,OP28,2026-07-30,2025-03-05,RC3793,Primary,V896418,"Duarte, Delgado and Clark Pharma",2024-12-15,aR-7531,2025-04-12,Yes,SO-714867,2024-03-13,2025-03-07,Express,2025-03-16,2025-03-07,Study Only
75038E9B-BA2,ZPP1,CT-3395-UCM,Completed,LOT-30151730,LY9633578,MAT-40706,PCN-24762,Size,Figure,Safe,Computer,EA,90,455,450,PK-321629,94,88,MRP-103,1063982172,G3 Pilot,Nation,2024-11-11,2025-01-04,2024-04-18,17,14,2024-01-28,2024-04-06,Score,US01,Time,US01 Manufacturing,OP62,2026-04-14,2023-12-13,RC2491,Backup,V891108,"Mitchell, Lopez and Hughes Pharma",2024-10-27,MI-3472,2024-01-16,No,SO-194522,2026-05-08,2024-11-28,Standard,2024-12-21,2024-11-27,Study Only
60F22C34-AA2,ZDOM,CT-5014-EEP,In Progress,LOT-35809899,LY9613831,MAT-39627,PCN-16004,Car,Believe,Job,Learn,EA,197,347,347,PK-221315,197,195,MRP-123,1025698816,G2 Commercial,Number,2025-10-16,2025-12-02,2024-02-09,11,24,2025-01-14,2025-08-03,Marriage,LAT04,House,LAT04 Manufacturing,OP81,2024-06-29,2025-04-16,RC5093,Backup,V164701,Wilson LLC Pharma,2024-07-22,fU-8015,2025-03-03,Yes,SO-139164,2024-09-17,2025-10-25,Express,2025-11-13,2025-10-25,Study Only
44597FDE-ED2,ZDOM,CT-2004-PSX,Completed,LOT-39555641,LY4712347,MAT-32011,PCN-86665,Or,Itself,Whole,Protect,EA,104,397,340,PK-452460,104,103,MRP-134,1206000507,G3 Pilot,Might,2025-06-08,2025-07-19,2025-09-22,3,8,2024-07-08,2024-02-26,Nor,EU02,Better,EU02 Manufacturing,OP96,2024-10-28,2024-08-06,RC3784,Backup,V835632,"Bass, Ramirez and Brown Pharma",2024-04-25,qb-6640,2025-02-22,Yes,SO-879805,2025-08-03,2025-06-20,Express,2025-07-07,2025-06-22,Global
9853B6AB-C01,ZPP1,CT-6109-EDZ,Released,LOT-70811881,LY1756545,MAT-86168,PCN-49080,Commercial,Public,Build,Civil,EA,270,2,308,PK-294813,273,269,MRP-119,8839644778,G2 Commercial,Security,2025-06-16,2025-07-28,2025-02-22,17,17,2024-05-03,2025-05-28,Foreign,AP03,Support,AP03 Manufacturing,OP30,2024-11-27,2025-04-21,RC2138,Backup,V503242,"Reynolds, Taylor and Becker Pharma",2025-12-28,Vr-1871,2024-11-24,No,SO-442078,2024-03-02,2025-06-28,Express,2025-07-14,2025-06-24,Global
2D1D3AF0-A99,ZDOM,CT-8015-GMQ,Released,LOT-21570201,LY1766747,MAT-74459,PCN-54722,Discussion,Current,Fund,Animal,EA,269,256,489,PK-325446,265,267,MRP-114,4501006910,G3 Pilot,Yeah,2025-09-22,2025-10-27,2026-06-03,17,3,2026-10-29,2025-07-01,Report,US01,Still,US01 Manufacturing,OP21,2024-10-26,2026-05-29,RC8207,Backup,V881846,Taylor Ltd Pharma,2025-11-18,Ya-1252,2025-03-27,No,SO-383988,2024-07-24,2025-10-11,Standard,2025-10-20,2025-10-08,Global
19B119B0-986,ZPP1,CT-2004-PSX,In Progress,LOT-32180264,LY3129519,MAT-60599,PCN-46623,Include,During,Professor,Energy,EA,111,50,56,PK-830161,111,107,MRP-113,1581244871,G2 Commercial,Important,2025-06-21,2025-07-26,2026-01-01,11,24,2024-06-19,2024-04-12,See,EU02,Deep,EU02 Manufacturing,OP90,2026-02-05,2024-07-25,RC6921,Backup,V155706,Thompson-Salinas Pharma,2025-08-21,ka-4244,2025-09-09,Yes,SO-694608,2025-03-22,2025-07-05,Standard,2025-07-11,2025-07-03,Regional
8733D49D-751,ZDOM,CT-9781-BYC,Completed,LOT-27880910,LY6587180,MAT-98864,PCN-30429,Simply,Know,Plant,Relate,EA,88,400,308,PK-288851,84,85,MRP-119,1628134109,G1 Clinical,Market,2025-06-24,2025-08-15,2026-06-20,25,20,2024-05-07,2025-10-05,Large,AP03,Parent,AP03 Manufacturing,OP93,2025-07-24,2026-01-16,RC2113,Primary,V206960,Harris Group Pharma,2026-01-29,pY-7449,2024-06-16,No,SO-960280,2025-12-04,2025-07-10,Standard,2025-08-04,2025-07-16,Global
DC77B20F-464,ZDOM,CT-6109-EDZ,Created,LOT-49441641,LY3324158,MAT-86168,PCN-27466,Indeed,Himself,Kid,Western,EA,135,53,176,PK-735881,138,132,MRP-119,1882647458,G1 Clinical,Or,2025-04-26,2025-06-09,2024-06-11,21,14,2024-01-23,2025-04-11,Though,AP03,Visit,AP03 Manufacturing,OP46,2024-02-10,2025-03-28,RC7899,Backup,V830308,Martinez PLC Pharma,2023-11-29,Bc-9982,2024-06-14,Yes,SO-382466,2026-06-09,2025-05-04,Standard,2025-05-30,2025-05-09,Study Only
7BB74C9C-D85,ZPP2,CT-3395-UCM,Released,LOT-10817867,LY5893877,MAT-34899,PCN-58801,Couple,Always,Exist,Pm,EA,40,310,19,PK-394534,38,35,MRP-107,1011506597,G1 Clinical,Area,2025-03-23,2025-05-08,2026-06-30,6,24,2024-08-08,2024-02-19,Game,US01,Else,US01 Manufacturing,OP82,2026-03-14,2025-09-11,RC9825,Primary,V470745,Powell Group Pharma,2024-09-30,fB-8679,2024-08-23,Yes,SO-849132,2025-01-05,2025-04-06,Standard,2025-04-25,2025-04-02,Study Only
3FCA798E-FD6,ZPP1,CT-9781-BYC,Released,LOT-27880910,LY3891252,MAT-98864,PCN-92746,Thus,Never,Moment,Choice,EA,50,474,203,PK-980820,45,47,MRP-119,5472230410,G1 Clinical,Fast,2025-10-08,2025-11-22,2026-07-16,12,15,2025-06-23,2026-01-20,Mr,AP03,Chance,AP03 Manufacturing,OP39,2026-03-06,2025-04-05,RC6154,Primary,V824814,Torres PLC Pharma,2024-01-11,Go-8733,2026-08-03,No,SO-975437,2026-01-12,2025-10-23,Standard,2025-11-12,2025-10-20,Regional
B83CFAB5-B68,ZDOM,CT-1696-SCY,Closed,LOT-46656333,LY9910609,MAT-78401,PCN-86774,Space,Issue,Bag,Range,EA,260,198,289,PK-544657,265,255,MRP-103,5439751206,G2 Commercial,Population,2025-02-26,2025-04-27,2023-12-02,26,5,2024-06-03,2025-12-27,Certainly,US01,Then,US01 Manufacturing,OP71,2026-02-09,2024-05-21,RC6516,Backup,V470454,"Turner, Barnes and Blair Pharma",2026-10-28,nH-9497,2025-05-16,Yes,SO-392790,2025-12-26,2025-03-17,Standard,2025-04-07,2025-03-15,Study Only
6BF20FDB-A43,ZDOM,CT-8872-GKR,Closed,LOT-51166600,LY7053221,MAT-23246,PCN-98638,Probably,Today,Store,Main,EA,66,217,428,PK-289688,74,63,MRP-119,9424454536,G1 Clinical,Shake,2025-03-27,2025-05-02,2025-04-29,15,12,2024-07-19,2024-02-02,Training,US01,Them,US01 Manufacturing,OP14,2026-09-28,2025-08-31,RC3296,Backup,V851345,"Sanchez, Koch and Gregory Pharma",2023-12-19,nD-7724,2024-12-11,Yes,SO-963983,2025-03-05,2025-04-13,Standard,2025-04-27,2025-04-09,Regional
835C170B-558,ZDOM,CT-8742-ECD,Closed,LOT-99482219,LY6789062,MAT-47140,PCN-16746,Agree,Movement,Difference,Door,EA,175,109,150,PK-227279,184,172,MRP-111,9834567537,G1 Clinical,Market,2025-07-19,2025-09-06,2025-06-19,24,16,2025-11-05,2026-01-14,Remember,US01,Many,US01 Manufacturing,OP74,2026-07-02,2024-02-21,RC3427,Backup,V766475,"Harper, Wolf and Gardner Pharma",2026-06-26,mR-1490,2025-04-04,Yes,SO-877386,2026-08-06,2025-08-04,Express,2025-08-23,2025-08-04,Global
