STUDY_ID,LOT_NUMBER,PACKAGE_NUMBER,PACKAGE_DESC,RQST_DATE,EXPIRATION_DATE,PACKAGE_STATUS,SHIP_UNIT_ID,SHIPMENT_STATUS_CODE
CT-2004-PSX,LOT-39555641,PKG-12477535,Offer Tablet,2025-06-02,2027-05-20,Dispensed,SU-218438,Delivered
CT-2004-PSX,LOT-39555641,PKG-84676834,Offer Tablet,2025-07-07,2027-05-20,Quarantined,SU-677266,Planning
CT-2004-PSX,LOT-39555641,PKG-21167291,Offer Tablet,2025-09-28,2027-05-20,Available,SU-388737,Shipped
CT-6109-EDZ,LOT-70811881,PKG-12730674,Run Solution,2025-05-25,2026-09-05,Dispensed,SU-995493,Delayed
CT-6109-EDZ,LOT-70811881,PKG-23799552,Run Solution,2025-10-07,2026-09-05,Quarantined,SU-591861,Delivered
CT-6109-EDZ,LOT-70811881,PKG-87351670,Run Solution,2025-07-29,2026-09-05,Dispensed,SU-240751,Planning
CT-6109-EDZ,LOT-70811881,PKG-95238524,Run Solution,2025-07-19,2026-09-05,Quarantined,SU-274536,Delayed
CT-8015-GMQ,LOT-21570201,PKG-91650715,Memory Solution,2025-05-29,2026-12-22,Available,SU-132870,Delayed
CT-8015-GMQ,LOT-21570201,PKG-41463890,Memory Solution,2025-06-20,2026-12-22,Available,SU-395029,Planning
CT-8015-GMQ,LOT-21570201,PKG-52113672,Memory Solution,2025-07-15,2026-12-22,Damaged,SU-618566,Shipped
CT-2004-PSX,LOT-32180264,PKG-22310684,Traditional Patch,2025-07-24,2025-07-01,Quarantined,SU-777273,Delivered
CT-2004-PSX,LOT-32180264,PKG-78767385,Traditional Patch,2025-07-02,2025-07-01,Available,SU-794111,Planning
CT-9781-BYC,LOT-27880910,PKG-98559242,Positive Injection,2025-08-14,2026-11-19,Available,SU-752077,Ready
CT-9781-BYC,LOT-27880910,PKG-24801135,Positive Injection,2025-10-13,2026-11-19,Dispensed,SU-975930,Delivered
CT-6109-EDZ,LOT-49441641,PKG-27056769,Run Solution,2025-10-04,2026-07-19,Available,SU-610844,Delayed
CT-6109-EDZ,LOT-49441641,PKG-98172800,Run Solution,2025-06-26,2026-07-19,Quarantined,SU-400200,Shipped
CT-6109-EDZ,LOT-49441641,PKG-78389700,Run Solution,2025-07-27,2026-07-19,Damaged,SU-282469,Planning
CT-3395-UCM,LOT-10817867,PKG-57929429,Continue Capsule,2025-10-10,2025-11-17,Dispensed,SU-106634,Ready
CT-3395-UCM,LOT-10817867,PKG-26526672,Continue Capsule,2025-07-25,2025-11-17,Available,SU-918448,Delayed
CT-9781-BYC,LOT-27880910,PKG-51585988,Positive Injection,2025-06-26,2026-11-19,Damaged,SU-241451,Planning
CT-9781-BYC,LOT-27880910,PKG-20921880,Positive Injection,2025-10-13,2026-11-19,Damaged,SU-586958,Ready
CT-9781-BYC,LOT-27880910,PKG-11268248,Positive Injection,2025-07-02,2026-11-19,Quarantined,SU-878047,Delayed
CT-9781-BYC,LOT-27880910,PKG-32058010,Positive Injection,2025-09-24,2026-11-19,Dispensed,SU-778954,Delivered
CT-1696-SCY,LOT-46656333,PKG-76440134,Expect Tablet,2025-05-24,2026-12-03,Dispensed,SU-997869,Shipped
CT-8872-GKR,LOT-51166600,PKG-19107558,Type Injection,2025-08-10,2028-06-14,Available,SU-206132,Planning
CT-8742-ECD,LOT-99482219,PKG-31687375,Side Capsule,2025-10-02,2027-01-22,Damaged,SU-972930,Planning
CT-8742-ECD,LOT-99482219,PKG-40367952,Side Capsule,2025-06-25,2027-01-22,Damaged,SU-927601,Shipped
CT-8742-ECD,LOT-99482219,PKG-56006512,Side Capsule,2025-05-27,2027-01-22,Quarantined,SU-650737,Ready
CT-8742-ECD,LOT-99482219,PKG-61452060,Side Capsule,2025-06-25,2027-01-22,Damaged,SU-387372,Delayed
CT-6109-EDZ,LOT-31019227,PKG-63897755,Run Solution,2025-07-23,2026-06-17,Available,SU-611023,Planning
CT-6109-EDZ,LOT-31019227,PKG-19203532,Run Solution,2025-08-01,2026-06-17,Damaged,SU-562435,Delivered
CT-6109-EDZ,LOT-31019227,PKG-29964627,Run Solution,2025-09-16,2026-06-17,Available,SU-552271,Shipped
CT-8015-GMQ,LOT-23670572,PKG-66451189,Simply Injection,2025-08-11,2026-05-20,Damaged,SU-795342,Delivered
CT-8015-GMQ,LOT-23670572,PKG-58013502,Simply Injection,2025-10-10,2026-05-20,Available,SU-880991,Ready
CT-8015-GMQ,LOT-23670572,PKG-97164637,Simply Injection,2025-07-06,2026-05-20,Dispensed,SU-294449,Delivered
CT-3472-PNG,LOT-14377768,PKG-39149571,Speech Patch,2025-08-26,2027-01-10,Dispensed,SU-358664,Ready
CT-3472-PNG,LOT-14377768,PKG-27004056,Speech Patch,2025-08-29,2027-01-10,Dispensed,SU-909604,Delayed
CT-3472-PNG,LOT-14377768,PKG-58137705,Speech Patch,2025-09-08,2027-01-10,Quarantined,SU-809339,Delivered
CT-3472-PNG,LOT-14377768,PKG-80374516,Speech Patch,2025-08-01,2027-01-10,Damaged,SU-344765,Planning
CT-4229-AWU,LOT-12068529,PKG-11985983,Experience Tablet,2025-08-04,2025-11-10,Dispensed,SU-895227,Shipped
CT-4229-AWU,LOT-12068529,PKG-87655202,Experience Tablet,2025-07-09,2025-11-10,Available,SU-266713,Delivered
CT-4229-AWU,LOT-12068529,PKG-23687202,Experience Tablet,2025-05-18,2025-11-10,Dispensed,SU-881349,Delayed
CT-1816-RCG,LOT-60968631,PKG-84329562,Effort Capsule,2025-06-18,2026-10-17,Damaged,SU-677623,Delivered
CT-1816-RCG,LOT-60968631,PKG-94810314,Effort Capsule,2025-08-04,2026-10-17,Dispensed,SU-521235,Delivered
CT-1816-RCG,LOT-60968631,PKG-67290373,Effort Capsule,2025-06-06,2026-10-17,Available,SU-652570,Delayed
CT-1816-RCG,LOT-60968631,PKG-96422089,Effort Capsule,2025-05-18,2026-10-17,Damaged,SU-598621,Planning
CT-3228-ZKT,LOT-73483649,PKG-53762447,Tree Injection,2025-07-23,2026-06-15,Damaged,SU-561052,Delayed
CT-3228-ZKT,LOT-73483649,PKG-28573033,Tree Injection,2025-06-16,2026-06-15,Damaged,SU-919148,Planning
CT-3228-ZKT,LOT-73483649,PKG-15242368,Tree Injection,2025-09-20,2026-06-15,Damaged,SU-730653,Delivered
CT-3636-AVP,LOT-47865891,PKG-68948252,Though Solution,2025-10-03,2028-02-08,Available,SU-377399,Delayed
CT-3636-AVP,LOT-47865891,PKG-12269575,Though Solution,2025-05-21,2028-02-08,Available,SU-175642,Delivered
CT-3636-AVP,LOT-47865891,PKG-92269462,Though Solution,2025-06-16,2028-02-08,Dispensed,SU-577613,Shipped
CT-1696-SCY,LOT-65372587,PKG-97184320,Property Tablet,2025-08-13,2025-02-09,Damaged,SU-559909,Delayed
CT-9781-BYC,LOT-91403277,PKG-70772701,Trouble Capsule,2025-09-08,2025-11-01,Available,SU-394248,Planning
CT-7487-KNX,LOT-31152831,PKG-43786809,Issue Patch,2025-06-24,2025-09-07,Dispensed,SU-980931,Ready
CT-3230-HFO,LOT-46366370,PKG-40501575,Treat Tablet,2025-08-12,2025-11-01,Quarantined,SU-704933,Planning
CT-3230-HFO,LOT-46366370,PKG-96294246,Treat Tablet,2025-05-26,2025-11-01,Available,SU-574006,Shipped
CT-7047-GQC,LOT-73100049,PKG-92101430,Impact Patch,2025-10-04,2026-06-22,Dispensed,SU-639477,Ready
CT-7047-GQC,LOT-73100049,PKG-23355878,Impact Patch,2025-06-30,2026-06-22,Dispensed,SU-124387,Shipped
CT-7047-GQC,LOT-73100049,PKG-69179194,Impact Patch,2025-10-03,2026-06-22,Dispensed,SU-683516,Ready
CT-7047-GQC,LOT-73100049,PKG-64992206,Impact Patch,2025-07-19,2026-06-22,Available,SU-963806,Planning
CT-3472-PNG,LOT-36766763,PKG-11193368,Culture Solution,2025-07-29,2026-01-11,Quarantined,SU-420925,Planning
CT-3472-PNG,LOT-36766763,PKG-70195334,Culture Solution,2025-09-21,2026-01-11,Quarantined,SU-837259,Ready
CT-3472-PNG,LOT-36766763,PKG-33837122,Culture Solution,2025-09-01,2026-01-11,Quarantined,SU-725991,Ready
CT-9831-IEW,LOT-70273170,PKG-11101244,High Injection,2025-09-21,2025-03-21,Damaged,SU-102316,Delayed
CT-9831-IEW,LOT-70273170,PKG-50588618,High Injection,2025-09-22,2025-03-21,Dispensed,SU-729067,Delivered
CT-3395-UCM,LOT-52789053,PKG-51358406,Reduce Solution,2025-07-27,2026-04-29,Damaged,SU-941589,Delivered
CT-3395-UCM,LOT-52789053,PKG-53921549,Reduce Solution,2025-06-04,2026-04-29,Damaged,SU-928121,Delayed
CT-3395-UCM,LOT-52789053,PKG-34853333,Reduce Solution,2025-08-08,2026-04-29,Dispensed,SU-195799,Shipped
CT-1816-RCG,LOT-19895402,PKG-46266081,New Solution,2025-08-23,2026-05-19,Dispensed,SU-614472,Delivered
CT-1816-RCG,LOT-19895402,PKG-32678103,New Solution,2025-10-13,2026-05-19,Quarantined,SU-742691,Planning
CT-1816-RCG,LOT-19895402,PKG-69796542,New Solution,2025-07-04,2026-05-19,Dispensed,SU-621932,Delivered
CT-1816-RCG,LOT-19895402,PKG-64460332,New Solution,2025-08-12,2026-05-19,Damaged,SU-386745,Delivered
CT-1816-RCG,LOT-60968631,PKG-75025164,Effort Capsule,2025-10-06,2026-10-17,Damaged,SU-169427,Shipped
CT-1816-RCG,LOT-60968631,PKG-40747327,Effort Capsule,2025-06-20,2026-10-17,Dispensed,SU-102824,Planning
CT-7484-BIH,LOT-26012891,PKG-31530677,Hundred Solution,2025-08-19,2026-02-19,Quarantined,SU-496906,Planning
CT-1696-SCY,LOT-44491067,PKG-53201903,Expect Tablet,2025-09-13,2028-06-07,Quarantined,SU-154250,Ready
CT-1696-SCY,LOT-44491067,PKG-77202693,Expect Tablet,2025-08-25,2028-06-07,Dispensed,SU-680730,Ready
CT-7484-BIH,LOT-16159838,PKG-47743324,Hundred Solution,2025-07-18,2025-09-01,Damaged,SU-312646,Delivered
CT-7484-BIH,LOT-16159838,PKG-98075163,Hundred Solution,2025-07-13,2025-09-01,Damaged,SU-828068,Delayed
CT-9771-CZL,LOT-16473868,PKG-12499249,Us Solution,2025-09-03,2027-01-28,Quarantined,SU-599631,Shipped
CT-9771-CZL,LOT-16473868,PKG-81586320,Us Solution,2025-09-12,2027-01-28,Damaged,SU-145619,Shipped
CT-9771-CZL,LOT-16473868,PKG-88776809,Us Solution,2025-06-02,2027-01-28,Available,SU-539340,Planning
CT-9771-CZL,LOT-16473868,PKG-17703686,Us Solution,2025-06-12,2027-01-28,Damaged,SU-153709,Delayed
CT-8015-GMQ,LOT-21570201,PKG-30123371,Memory Solution,2025-09-28,2026-12-22,Available,SU-377437,Shipped
CT-8015-GMQ,LOT-21570201,PKG-97434073,Memory Solution,2025-06-30,2026-12-22,Damaged,SU-528953,Delivered
CT-5014-EEP,LOT-29384973,PKG-78357965,They Capsule,2025-09-26,2027-05-26,Dispensed,SU-359541,Ready
CT-5014-EEP,LOT-29384973,PKG-33768543,They Capsule,2025-07-05,2027-05-26,Available,SU-291961,Planning
CT-1696-SCY,LOT-48273549,PKG-84516036,Property Tablet,2025-09-04,2025-03-04,Available,SU-789208,Delivered
CT-1696-SCY,LOT-48273549,PKG-74570148,Property Tablet,2025-05-20,2025-03-04,Available,SU-589138,Delivered
CT-1696-SCY,LOT-48273549,PKG-49858252,Property Tablet,2025-06-28,2025-03-04,Damaged,SU-909152,Delayed
CT-3230-HFO,LOT-28229614,PKG-36530857,Treat Tablet,2025-07-27,2026-12-14,Quarantined,SU-124657,Delayed
CT-3230-HFO,LOT-28229614,PKG-15442403,Treat Tablet,2025-06-27,2026-12-14,Damaged,SU-355972,Delivered
CT-3230-HFO,LOT-28229614,PKG-82372722,Treat Tablet,2025-07-15,2026-12-14,Damaged,SU-312938,Delivered
CT-3230-HFO,LOT-28229614,PKG-57437238,Treat Tablet,2025-08-12,2026-12-14,Quarantined,SU-652621,Delivered
CT-2004-PSX,LOT-39555641,PKG-24157407,Offer Tablet,2025-09-23,2027-05-20,Dispensed,SU-215353,Delayed
CT-2004-PSX,LOT-39555641,PKG-59223300,Offer Tablet,2025-05-22,2027-05-20,Dispensed,SU-183925,Delivered
CT-2004-PSX,LOT-39555641,PKG-13182439,Offer Tablet,2025-07-22,2027-05-20,Damaged,SU-777879,Delayed
CT-2004-PSX,LOT-39555641,PKG-75964651,Offer Tablet,2025-09-19,2027-05-20,Dispensed,SU-896442,Delayed
CT-5014-EEP,LOT-29384973,PKG-90284414,They Capsule,2025-09-01,2027-05-26,Quarantined,SU-822930,Planning
CT-5014-EEP,LOT-29384973,PKG-10776447,They Capsule,2025-10-09,2027-05-26,Dispensed,SU-948173,Shipped
CT-5014-EEP,LOT-29384973,PKG-49018333,They Capsule,2025-08-09,2027-05-26,Available,SU-480695,Delayed
CT-5014-EEP,LOT-29384973,PKG-30255682,They Capsule,2025-08-13,2027-05-26,Available,SU-464831,Delayed
CT-8970-PLO,LOT-74101873,PKG-44381627,Range Solution,2025-07-17,2025-10-17,Quarantined,SU-746399,Ready
CT-8970-PLO,LOT-74101873,PKG-80721291,Range Solution,2025-09-29,2025-10-17,Damaged,SU-340513,Shipped
CT-8970-PLO,LOT-74101873,PKG-71505117,Range Solution,2025-09-24,2025-10-17,Available,SU-332500,Shipped
CT-4229-AWU,LOT-81143076,PKG-68064977,Indicate Patch,2025-06-17,2027-03-08,Quarantined,SU-546756,Delayed
CT-5014-EEP,LOT-27607761,PKG-42726129,Fund Tablet,2025-07-03,2026-08-18,Available,SU-815226,Shipped
CT-7487-KNX,LOT-75893896,PKG-84864121,Reason Tablet,2025-08-24,2025-12-12,Dispensed,SU-477121,Delayed
CT-3228-ZKT,LOT-24674076,PKG-47324536,Commercial Tablet,2025-06-24,2025-05-05,Available,SU-246342,Shipped
CT-3228-ZKT,LOT-24674076,PKG-72370689,Commercial Tablet,2025-05-30,2025-05-05,Dispensed,SU-956817,Shipped
CT-3228-ZKT,LOT-24674076,PKG-67544354,Commercial Tablet,2025-05-24,2025-05-05,Dispensed,SU-677437,Delayed
CT-8742-ECD,LOT-94846184,PKG-67666983,Article Tablet,2025-09-04,2026-06-19,Quarantined,SU-954083,Ready
CT-8742-ECD,LOT-94846184,PKG-88369944,Article Tablet,2025-09-10,2026-06-19,Quarantined,SU-291783,Shipped
CT-8742-ECD,LOT-94846184,PKG-17141743,Article Tablet,2025-07-28,2026-06-19,Dispensed,SU-130490,Delivered
CT-8742-ECD,LOT-94846184,PKG-43540946,Article Tablet,2025-08-21,2026-06-19,Dispensed,SU-911061,Planning
CT-9771-CZL,LOT-29648706,PKG-18633696,Player Solution,2025-06-08,2026-06-22,Quarantined,SU-825458,Shipped
CT-9771-CZL,LOT-29648706,PKG-60546828,Player Solution,2025-05-21,2026-06-22,Dispensed,SU-958750,Delayed
CT-4229-AWU,LOT-66136964,PKG-57141158,Pull Patch,2025-10-05,2026-11-16,Quarantined,SU-438046,Shipped
CT-8742-ECD,LOT-61778837,PKG-31864691,Happy Solution,2025-09-11,2025-11-20,Dispensed,SU-899066,Shipped
CT-8742-ECD,LOT-61778837,PKG-17111417,Happy Solution,2025-07-05,2025-11-20,Dispensed,SU-417877,Shipped
CT-8742-ECD,LOT-61778837,PKG-97623543,Happy Solution,2025-09-28,2025-11-20,Dispensed,SU-153072,Shipped
CT-1816-RCG,LOT-36343625,PKG-31503447,New Solution,2025-08-25,2025-10-11,Damaged,SU-697096,Ready
CT-1816-RCG,LOT-36343625,PKG-89285653,New Solution,2025-08-25,2025-10-11,Available,SU-700698,Ready
CT-1816-RCG,LOT-60968631,PKG-55816038,Effort Capsule,2025-07-28,2026-10-17,Quarantined,SU-489988,Ready
CT-1816-RCG,LOT-60968631,PKG-36713880,Effort Capsule,2025-08-28,2026-10-17,Available,SU-984452,Shipped
CT-1816-RCG,LOT-60968631,PKG-76495738,Effort Capsule,2025-06-12,2026-10-17,Quarantined,SU-278214,Shipped
CT-1816-RCG,LOT-60968631,PKG-76677946,Effort Capsule,2025-08-27,2026-10-17,Available,SU-717719,Planning
CT-8742-ECD,LOT-48781281,PKG-17400472,Blue Patch,2025-07-04,2025-05-21,Dispensed,SU-789563,Planning
CT-8742-ECD,LOT-48781281,PKG-45823436,Blue Patch,2025-08-26,2025-05-21,Damaged,SU-111621,Delivered
CT-1816-RCG,LOT-73297905,PKG-65551381,Effort Capsule,2025-05-22,2027-10-04,Available,SU-502347,Ready
CT-1816-RCG,LOT-73297905,PKG-26829603,Effort Capsule,2025-06-06,2027-10-04,Damaged,SU-926926,Delivered
CT-1816-RCG,LOT-73297905,PKG-34023088,Effort Capsule,2025-05-28,2027-10-04,Damaged,SU-904208,Ready
CT-1816-RCG,LOT-73297905,PKG-91338852,Effort Capsule,2025-06-02,2027-10-04,Dispensed,SU-788903,Shipped
CT-1816-RCG,LOT-73297905,PKG-39647532,Effort Capsule,2025-09-01,2027-10-04,Quarantined,SU-743249,Ready
CT-1816-RCG,LOT-73297905,PKG-82613062,Effort Capsule,2025-09-21,2027-10-04,Available,SU-426586,Delayed
CT-1816-RCG,LOT-73297905,PKG-78267884,Effort Capsule,2025-06-27,2027-10-04,Available,SU-370829,Delivered
CT-5806-JWO,LOT-91428756,PKG-50257096,Figure Capsule,2025-07-23,2027-12-20,Quarantined,SU-118365,Shipped
CT-5806-JWO,LOT-91428756,PKG-46405962,Figure Capsule,2025-09-05,2027-12-20,Dispensed,SU-965577,Delayed
CT-5806-JWO,LOT-91428756,PKG-69370380,Figure Capsule,2025-08-04,2027-12-20,Available,SU-685055,Delayed
CT-5806-JWO,LOT-91428756,PKG-35758053,Figure Capsule,2025-05-26,2027-12-20,Quarantined,SU-799297,Delayed
CT-6592-IDY,LOT-19994803,PKG-18528200,Myself Capsule,2025-06-18,2027-03-23,Quarantined,SU-418044,Delivered
CT-6592-IDY,LOT-19994803,PKG-31926348,Myself Capsule,2025-08-26,2027-03-23,Dispensed,SU-270729,Planning
CT-6592-IDY,LOT-19994803,PKG-97947706,Myself Capsule,2025-08-31,2027-03-23,Damaged,SU-991015,Ready
CT-6592-IDY,LOT-19994803,PKG-45895427,Myself Capsule,2025-08-01,2027-03-23,Damaged,SU-163553,Ready
CT-3395-UCM,LOT-16679340,PKG-49341049,Reduce Solution,2025-09-27,2027-01-15,Available,SU-481377,Planning
CT-9781-BYC,LOT-37532398,PKG-55862958,Positive Injection,2025-08-11,2026-09-16,Quarantined,SU-729167,Shipped
CT-9781-BYC,LOT-37532398,PKG-14458533,Positive Injection,2025-09-03,2026-09-16,Quarantined,SU-481180,Delayed
CT-9781-BYC,LOT-37532398,PKG-14884608,Positive Injection,2025-05-31,2026-09-16,Quarantined,SU-975954,Delayed
CT-9781-BYC,LOT-37532398,PKG-87448891,Positive Injection,2025-07-15,2026-09-16,Available,SU-212182,Ready
CT-6109-EDZ,LOT-70811881,PKG-34374065,Run Solution,2025-06-02,2026-09-05,Quarantined,SU-291207,Planning
CT-1816-RCG,LOT-19895402,PKG-39955413,New Solution,2025-10-01,2026-05-19,Available,SU-588213,Delivered
CT-1816-RCG,LOT-19895402,PKG-51579478,New Solution,2025-07-01,2026-05-19,Available,SU-970935,Delayed
CT-1816-RCG,LOT-19895402,PKG-47413662,New Solution,2025-08-16,2026-05-19,Available,SU-322326,Delayed
CT-1816-RCG,LOT-19895402,PKG-42167885,New Solution,2025-07-10,2026-05-19,Quarantined,SU-481610,Planning
CT-9831-IEW,LOT-72460791,PKG-38249812,Receive Patch,2025-08-20,2026-08-09,Damaged,SU-530741,Delayed
CT-9831-IEW,LOT-72460791,PKG-14894519,Receive Patch,2025-08-12,2026-08-09,Available,SU-984851,Delivered
CT-9831-IEW,LOT-46257312,PKG-75261670,High Injection,2025-09-16,2027-11-30,Available,SU-724311,Planning
CT-9831-IEW,LOT-46257312,PKG-62168383,High Injection,2025-10-09,2027-11-30,Damaged,SU-686166,Delivered
CT-9831-IEW,LOT-46257312,PKG-52168063,High Injection,2025-06-11,2027-11-30,Damaged,SU-143136,Delayed
CT-3230-HFO,LOT-65730343,PKG-59078501,Free Solution,2025-07-06,2026-08-19,Quarantined,SU-905346,Planning
CT-3230-HFO,LOT-65730343,PKG-89758997,Free Solution,2025-07-13,2026-08-19,Damaged,SU-925224,Shipped
CT-8872-GKR,LOT-24028484,PKG-94084181,Type Injection,2025-09-17,2026-03-16,Quarantined,SU-864789,Delayed
CT-8872-GKR,LOT-24028484,PKG-93289045,Type Injection,2025-07-03,2026-03-16,Damaged,SU-130642,Shipped
CT-8872-GKR,LOT-24028484,PKG-35970715,Type Injection,2025-09-30,2026-03-16,Available,SU-493454,Shipped
CT-8872-GKR,LOT-24028484,PKG-22687837,Type Injection,2025-10-03,2026-03-16,Available,SU-363054,Planning
CT-9831-IEW,LOT-82476241,PKG-42945852,Stock Patch,2025-06-16,2025-06-26,Damaged,SU-104021,Shipped
CT-8742-ECD,LOT-45571743,PKG-13386979,Blue Patch,2025-10-11,2025-05-24,Available,SU-379911,Delivered
CT-8742-ECD,LOT-45571743,PKG-12033124,Blue Patch,2025-09-06,2025-05-24,Quarantined,SU-306188,Planning
CT-8742-ECD,LOT-45571743,PKG-53708083,Blue Patch,2025-09-25,2025-05-24,Dispensed,SU-805758,Delayed
CT-4229-AWU,LOT-12068529,PKG-27553643,Experience Tablet,2025-06-25,2025-11-10,Quarantined,SU-234196,Ready
CT-5806-JWO,LOT-62532897,PKG-61342682,Set Solution,2025-09-13,2027-05-10,Damaged,SU-282933,Delivered
CT-5806-JWO,LOT-62532897,PKG-96927051,Set Solution,2025-05-19,2027-05-10,Dispensed,SU-606793,Delivered
CT-5806-JWO,LOT-62532897,PKG-48891429,Set Solution,2025-05-20,2027-05-10,Dispensed,SU-247820,Ready
CT-5806-JWO,LOT-62532897,PKG-54642446,Set Solution,2025-09-07,2027-05-10,Quarantined,SU-725735,Planning
CT-8742-ECD,LOT-94846184,PKG-71932946,Article Tablet,2025-08-31,2026-06-19,Available,SU-124070,Planning
CT-2004-PSX,LOT-51070012,PKG-42081729,Common Patch,2025-07-08,2025-12-01,Available,SU-338103,Planning
CT-2004-PSX,LOT-51070012,PKG-89061726,Common Patch,2025-10-02,2025-12-01,Available,SU-745742,Shipped
CT-3472-PNG,LOT-21437748,PKG-88136500,Floor Patch,2025-09-30,2026-06-27,Available,SU-631655,Ready
CT-3472-PNG,LOT-21437748,PKG-28126789,Floor Patch,2025-05-27,2026-06-27,Damaged,SU-462620,Shipped
CT-3472-PNG,LOT-21437748,PKG-10744216,Floor Patch,2025-10-04,2026-06-27,Damaged,SU-987491,Delivered
CT-3472-PNG,LOT-21437748,PKG-53701148,Floor Patch,2025-10-03,2026-06-27,Quarantined,SU-202925,Delayed
CT-8970-PLO,LOT-14354504,PKG-25591552,Various Solution,2025-08-04,2025-07-25,Quarantined,SU-802810,Delivered
CT-8970-PLO,LOT-14354504,PKG-77586643,Various Solution,2025-09-08,2025-07-25,Quarantined,SU-999683,Ready
CT-8970-PLO,LOT-14354504,PKG-50096047,Various Solution,2025-07-22,2025-07-25,Available,SU-188970,Delayed
CT-8970-PLO,LOT-14354504,PKG-97214905,Various Solution,2025-06-29,2025-07-25,Dispensed,SU-294117,Delivered
CT-9831-IEW,LOT-26376337,PKG-46289471,Something Patch,2025-06-19,2026-09-04,Available,SU-824999,Planning
CT-9831-IEW,LOT-26376337,PKG-26755896,Something Patch,2025-08-04,2026-09-04,Quarantined,SU-159684,Ready
CT-9831-IEW,LOT-26376337,PKG-61783214,Something Patch,2025-07-26,2026-09-04,Available,SU-380807,Ready
CT-3228-ZKT,LOT-60873216,PKG-13007748,Commercial Tablet,2025-07-15,2025-12-23,Quarantined,SU-592810,Planning
CT-8015-GMQ,LOT-92879466,PKG-45515729,Simply Injection,2025-06-09,2027-09-05,Quarantined,SU-838969,Delayed
CT-8015-GMQ,LOT-92879466,PKG-41207058,Simply Injection,2025-09-09,2027-09-05,Quarantined,SU-210998,Shipped
CT-8015-GMQ,LOT-92879466,PKG-11489037,Simply Injection,2025-08-07,2027-09-05,Dispensed,SU-827764,Planning
CT-3230-HFO,LOT-10539218,PKG-21030336,Health Solution,2025-09-29,2028-01-17,Dispensed,SU-707863,Planning
CT-3395-UCM,LOT-62567327,PKG-27174880,Reduce Solution,2025-10-06,2026-09-17,Dispensed,SU-847991,Delivered
CT-3395-UCM,LOT-62567327,PKG-58989741,Reduce Solution,2025-08-08,2026-09-17,Available,SU-502854,Shipped
CT-3395-UCM,LOT-62567327,PKG-83761194,Reduce Solution,2025-08-24,2026-09-17,Quarantined,SU-653125,Delayed
CT-3395-UCM,LOT-62567327,PKG-93150302,Reduce Solution,2025-07-07,2026-09-17,Quarantined,SU-220595,Shipped
CT-5014-EEP,LOT-29384973,PKG-33638282,They Capsule,2025-07-04,2027-05-26,Damaged,SU-190353,Delayed
CT-5014-EEP,LOT-29384973,PKG-96354973,They Capsule,2025-09-24,2027-05-26,Damaged,SU-187714,Ready
CT-5014-EEP,LOT-29384973,PKG-64650520,They Capsule,2025-06-01,2027-05-26,Available,SU-605778,Delayed
CT-5806-JWO,LOT-62532897,PKG-81553952,Set Solution,2025-08-18,2027-05-10,Damaged,SU-677025,Planning
CT-5806-JWO,LOT-62532897,PKG-19268829,Set Solution,2025-09-08,2027-05-10,Dispensed,SU-358977,Delayed
CT-1696-SCY,LOT-46656333,PKG-26999200,Expect Tablet,2025-08-30,2026-12-03,Available,SU-183202,Planning
CT-7487-KNX,LOT-59884250,PKG-87965949,Reason Tablet,2025-09-24,2026-03-21,Quarantined,SU-694423,Ready
CT-7487-KNX,LOT-59884250,PKG-97497331,Reason Tablet,2025-10-10,2026-03-21,Damaged,SU-210052,Ready
CT-7487-KNX,LOT-59884250,PKG-18074320,Reason Tablet,2025-05-17,2026-03-21,Available,SU-686168,Delayed
CT-7487-KNX,LOT-59884250,PKG-17532258,Reason Tablet,2025-05-20,2026-03-21,Dispensed,SU-100912,Ready
CT-1696-SCY,LOT-44491067,PKG-62472574,Expect Tablet,2025-08-22,2028-06-07,Quarantined,SU-761981,Ready
CT-8970-PLO,LOT-84562329,PKG-29761234,Range Solution,2025-07-26,2025-10-19,Available,SU-339323,Delayed
CT-8970-PLO,LOT-84562329,PKG-77905348,Range Solution,2025-09-25,2025-10-19,Quarantined,SU-295662,Shipped
CT-8970-PLO,LOT-84562329,PKG-48188149,Range Solution,2025-06-14,2025-10-19,Available,SU-940211,Planning
CT-8970-PLO,LOT-14354504,PKG-45991895,Various Solution,2025-06-11,2025-07-25,Dispensed,SU-102214,Shipped
CT-8970-PLO,LOT-14354504,PKG-29123256,Various Solution,2025-06-28,2025-07-25,Dispensed,SU-522821,Delayed
CT-6551-IBW,LOT-20749320,PKG-68223109,Cell Tablet,2025-07-22,2027-03-24,Damaged,SU-118407,Delivered
CT-6109-EDZ,LOT-70811881,PKG-28463761,Run Solution,2025-06-16,2026-09-05,Dispensed,SU-862175,Shipped
CT-6109-EDZ,LOT-70811881,PKG-52568657,Run Solution,2025-06-14,2026-09-05,Quarantined,SU-325830,Delivered
CT-6109-EDZ,LOT-70811881,PKG-91219796,Run Solution,2025-05-18,2026-09-05,Available,SU-828666,Planning
CT-6109-EDZ,LOT-70811881,PKG-15824568,Run Solution,2025-08-19,2026-09-05,Available,SU-712286,Shipped
CT-1816-RCG,LOT-73297905,PKG-13889805,Effort Capsule,2025-08-23,2027-10-04,Damaged,SU-781931,Delivered
CT-1816-RCG,LOT-73297905,PKG-43393406,Effort Capsule,2025-09-10,2027-10-04,Quarantined,SU-541453,Shipped
