order_id,material_component,material_component_batch,order_quantity,fing_batch,order_status,ly_number,mrp_controller,mrp_group_desc,fing_material,material_comp_description,material_comp_type,material_description,modified_date,operation_number,operational_sequence_id,pcn_id,package_form,planned_or_process,plant,plant_desc,purchase_doc_number,recipe_id,supply_type,shared_across,trial,trial_alias,trial_alias_description,vendor_id,teco_flag
16279966-43F,MAT-54713,LOT-65730343,154,LOT-58463446,Completed,LY4886175,MRP-134,G3 Pilot,MAT-54713,Free Solution,Ancillary Supply,Free Solution,2025-08-19 03:34:33.075113,OP76,OP71,PCN-37283,PK-289316,Agent,US01,Simpsonview Plant,612593786,Recipe 25,Ever,Mean,CT-3230-HFO,CT-3230-HFO,Talk Trial,V6657318,Yes
3B0FDA9F-884,MAT-16078,LOT-57874485,253,LOT-82476241,In Progress,LY1978128,MRP-139,G1 Clinical,MAT-16078,Stock Patch,Comparator,Stock Patch,2025-09-10 03:40:45.508128,OP60,OP98,PCN-21630,PK-811715,Play,LAT04,Lake Georgeville Plant,893861153,Recipe 19,Plant,See,CT-9831-IEW,CT-9831-IEW,Myself Program,V3222102,Yes
A7510327-2D1,MAT-54383,LOT-89567405,168,LOT-27778437,Created,LY6174712,MRP-108,G1 Clinical,MAT-54383,Agency Injection,Comparator,Agency Injection,2025-09-17 16:47:46.502795,OP93,OP65,PCN-71729,PK-593057,Way,EU02,New Jeffrey Plant,313647730,Recipe 5,Really,Simply,CT-3636-AVP,CT-3636-AVP,Wear Program,V2135976,No
CE77A960-CDA,MAT-58634,LOT-61967620,283,LOT-73100049,Completed,LY2446003,MRP-109,G2 Commercial,MAT-58634,Impact Patch,Ancillary Supply,Impact Patch,2025-09-27 17:15:11.697805,OP40,OP90,PCN-58787,PK-460237,Several,EU02,West Alice Plant,344378004,Recipe 14,Friend,Agent,CT-7047-GQC,CT-7047-GQC,Season Trial,V5558450,Yes
13D23ECC-032,MAT-22354,LOT-85774109,258,LOT-85774109,Closed,LY8215858,MRP-135,G1 Clinical,MAT-22354,Light Tablet,Investigational Product,Light Tablet,2025-10-03 13:52:58.620392,OP78,OP72,PCN-34978,PK-701225,Investment,US01,Brockshire Plant,914874285,Recipe 42,Social,Year,CT-4229-AWU,CT-4229-AWU,Front Study,V8271150,Yes
DB096D51-BDC,MAT-30703,LOT-98018080,216,LOT-63567190,Closed,LY9051758,MRP-124,G3 Pilot,MAT-30703,Cold Injection,Investigational Product,Cold Injection,2025-09-17 07:29:51.959294,OP17,OP72,PCN-15255,PK-884184,Can,EU02,Lauraville Plant,641714212,Recipe 3,Politics,Agreement,CT-3228-ZKT,CT-3228-ZKT,Both Program,V7008908,No
5B47E6AA-FAF,MAT-53554,LOT-27803441,220,LOT-27803441,Created,LY9074621,MRP-103,G2 Commercial,MAT-53554,They Capsule,Ancillary Supply,They Capsule,2025-11-07 05:55:59.915181,OP48,OP13,PCN-51752,PK-203012,Near,LAT04,South Jessicaville Plant,942251959,Recipe 33,Of,Window,CT-5014-EEP,CT-5014-EEP,Attorney Study,V2255999,No
ECA8CBD1-E04,MAT-79992,LOT-71401478,299,LOT-34574127,In Progress,LY1141666,MRP-115,G3 Pilot,MAT-79992,Anyone Tablet,Ancillary Supply,Anyone Tablet,2025-08-17 00:55:02.390734,OP96,OP25,PCN-48504,PK-970392,Than,LAT04,Robinland Plant,858097675,Recipe 10,Factor,Maintain,CT-6551-IBW,CT-6551-IBW,Camera Trial,V8286691,Yes
D5E639AD-82A,MAT-59372,LOT-31152831,251,LOT-31152831,Released,LY4980581,MRP-126,G1 Clinical,MAT-59372,Issue Patch,Ancillary Supply,Issue Patch,2025-10-18 03:14:54.183731,OP44,OP93,PCN-96082,PK-841195,Away,AP03,Bensonton Plant,524224433,Recipe 3,Social,Much,CT-7487-KNX,CT-7487-KNX,Recent Trial,V7739201,Yes
7C05434F-BD5,MAT-97442,LOT-75185716,78,LOT-75185716,In Progress,LY8562346,MRP-101,G1 Clinical,MAT-97442,Common Patch,Comparator,Common Patch,2025-08-27 12:06:48.344827,OP28,OP18,PCN-62429,PK-868565,Main,US01,Larrychester Plant,239065478,Recipe 18,Impact,Rise,CT-2004-PSX,CT-2004-PSX,Home Trial,V6602638,No
75038E9B-BA2,MAT-40706,LOT-30151730,90,LOT-30151730,Completed,LY9633578,MRP-103,G3 Pilot,MAT-40706,Keep Capsule,Investigational Product,Keep Capsule,2025-08-19 01:19:55.578997,OP62,OP80,PCN-24762,PK-119846,Just,LAT04,South Michael Plant,629333762,Recipe 7,One,Play,CT-3395-UCM,CT-3395-UCM,Majority Trial,V5741833,No
60F22C34-AA2,MAT-39627,LOT-35809899,197,LOT-35809899,In Progress,LY9613831,MRP-123,G2 Commercial,MAT-39627,Fund Tablet,Comparator,Fund Tablet,2025-09-21 15:58:08.384425,OP81,OP47,PCN-16004,PK-142331,Sure,US01,Lake Jacqueline Plant,808155106,Recipe 24,Paper,Detail,CT-5014-EEP,CT-5014-EEP,Attorney Study,V7663640,No
44597FDE-ED2,MAT-32011,LOT-39007987,104,LOT-39555641,Completed,LY4712347,MRP-134,G3 Pilot,MAT-32011,Offer Tablet,Comparator,Offer Tablet,2025-10-23 04:58:54.061044,OP96,OP43,PCN-86665,PK-145901,Opportunity,EU02,North Patrickberg Plant,474080262,Recipe 42,Level,Performance,CT-2004-PSX,CT-2004-PSX,Home Trial,V8852948,Yes
9853B6AB-C01,MAT-86168,LOT-17958339,270,LOT-70811881,Released,LY1756545,MRP-119,G2 Commercial,MAT-86168,Run Solution,Investigational Product,Run Solution,2025-10-16 18:05:49.327654,OP30,OP62,PCN-49080,PK-585855,Dark,AP03,Garrettfort Plant,511709271,Recipe 34,Reflect,Western,CT-6109-EDZ,CT-6109-EDZ,City Program,V9165628,Yes
2D1D3AF0-A99,MAT-74459,LOT-21570201,269,LOT-21570201,Released,LY1766747,MRP-114,G3 Pilot,MAT-74459,Memory Solution,Investigational Product,Memory Solution,2025-08-24 18:36:08.297822,OP21,OP14,PCN-54722,PK-191387,Reality,US01,Port Desireebury Plant,206335557,Recipe 49,Another,Add,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V1420561,Yes
19B119B0-986,MAT-60599,LOT-32180264,111,LOT-32180264,In Progress,LY3129519,MRP-113,G2 Commercial,MAT-60599,Traditional Patch,Ancillary Supply,Traditional Patch,2025-08-22 06:00:01.731534,OP90,OP93,PCN-46623,PK-107793,Run,AP03,Lehaven Plant,167705709,Recipe 24,Himself,Heavy,CT-2004-PSX,CT-2004-PSX,Home Trial,V9856715,No
8733D49D-751,MAT-98864,LOT-27880910,88,LOT-27880910,Completed,LY6587180,MRP-119,G1 Clinical,MAT-98864,Positive Injection,Ancillary Supply,Positive Injection,2025-10-20 09:14:46.654322,OP93,OP30,PCN-30429,PK-944919,Collection,AP03,Port Jessica Plant,837214916,Recipe 7,Continue,How,CT-9781-BYC,CT-9781-BYC,None Trial,V7247426,Yes
DC77B20F-464,MAT-86168,LOT-70811881,135,LOT-49441641,Created,LY3324158,MRP-119,G1 Clinical,MAT-86168,Run Solution,Investigational Product,Run Solution,2025-10-05 10:50:50.469421,OP46,OP33,PCN-27466,PK-321347,Various,EU02,Bryanhaven Plant,375092987,Recipe 29,Commercial,More,CT-6109-EDZ,CT-6109-EDZ,City Program,V4971403,No
7BB74C9C-D85,MAT-34899,LOT-13344610,40,LOT-10817867,Released,LY5893877,MRP-107,G1 Clinical,MAT-34899,Continue Capsule,Investigational Product,Continue Capsule,2025-09-17 04:43:45.150379,OP82,OP10,PCN-58801,PK-221606,Task,EU02,South Victoria Plant,432128740,Recipe 25,Above,Person,CT-3395-UCM,CT-3395-UCM,Majority Trial,V1311477,Yes
3FCA798E-FD6,MAT-98864,LOT-76547161,50,LOT-27880910,Released,LY3891252,MRP-119,G1 Clinical,MAT-98864,Positive Injection,Ancillary Supply,Positive Injection,2025-09-19 20:14:12.601584,OP39,OP91,PCN-92746,PK-802468,Number,AP03,North Anthonychester Plant,228991454,Recipe 1,Give,Vote,CT-9781-BYC,CT-9781-BYC,None Trial,V4618464,No
B83CFAB5-B68,MAT-78401,LOT-46656333,260,LOT-46656333,Closed,LY9910609,MRP-103,G2 Commercial,MAT-78401,Expect Tablet,Ancillary Supply,Expect Tablet,2025-08-16 01:58:00.269395,OP71,OP60,PCN-86774,PK-254841,Home,LAT04,Lake Jamesfort Plant,368371569,Recipe 9,Yet,Kitchen,CT-1696-SCY,CT-1696-SCY,Miss Trial,V7858126,No
6BF20FDB-A43,MAT-23246,LOT-74130481,66,LOT-51166600,Closed,LY7053221,MRP-119,G1 Clinical,MAT-23246,Type Injection,Comparator,Type Injection,2025-10-22 20:23:00.842820,OP14,OP65,PCN-98638,PK-175275,Simply,LAT04,Pollardfort Plant,865820706,Recipe 15,Leader,Or,CT-8872-GKR,CT-8872-GKR,Reality Program,V6135666,No
835C170B-558,MAT-47140,LOT-77179223,175,LOT-99482219,Closed,LY6789062,MRP-111,G1 Clinical,MAT-47140,Side Capsule,Comparator,Side Capsule,2025-08-23 18:55:38.972565,OP74,OP44,PCN-16746,PK-858322,Cut,AP03,Davisfort Plant,177525818,Recipe 17,Station,Garden,CT-8742-ECD,CT-8742-ECD,Compare Study,V2033973,No
88D93C9A-BB6,MAT-86168,LOT-31019227,142,LOT-31019227,In Progress,LY4475311,MRP-119,G1 Clinical,MAT-86168,Run Solution,Investigational Product,Run Solution,2025-08-20 14:06:12.438471,OP44,OP12,PCN-35973,PK-655839,Parent,EU02,Robertberg Plant,289597230,Recipe 9,Pay,Little,CT-6109-EDZ,CT-6109-EDZ,City Program,V2966109,No
81962565-3BA,MAT-91309,LOT-92879466,169,LOT-23670572,Completed,LY6920524,MRP-118,G2 Commercial,MAT-91309,Simply Injection,Comparator,Simply Injection,2025-08-16 20:26:39.274713,OP43,OP69,PCN-67478,PK-961571,Should,EU02,Delgadochester Plant,147266948,Recipe 20,Fund,Imagine,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V1361098,No
84171620-97D,MAT-45907,LOT-22463904,25,LOT-14377768,Created,LY2319316,MRP-115,G2 Commercial,MAT-45907,Speech Patch,Ancillary Supply,Speech Patch,2025-10-16 06:09:54.751479,OP20,OP61,PCN-23040,PK-742572,Guy,LAT04,Avilabury Plant,242778826,Recipe 7,Very,What,CT-3472-PNG,CT-3472-PNG,Put Trial,V1556812,Yes
276063F6-554,MAT-47986,LOT-13988492,15,LOT-12068529,Released,LY8767494,MRP-130,G1 Clinical,MAT-47986,Experience Tablet,Investigational Product,Experience Tablet,2025-08-24 07:34:44.975037,OP29,OP84,PCN-23542,PK-301220,Service,EU02,Crawfordtown Plant,732372700,Recipe 39,Ok,Account,CT-4229-AWU,CT-4229-AWU,Front Study,V1492490,No
4D00FA38-F44,MAT-37872,LOT-60968631,281,LOT-60968631,Created,LY7936516,MRP-110,G1 Clinical,MAT-37872,Effort Capsule,Comparator,Effort Capsule,2025-09-04 13:27:47.998916,OP44,OP94,PCN-98088,PK-310385,Radio,LAT04,Port Sarah Plant,231694776,Recipe 33,Throw,Environment,CT-1816-RCG,CT-1816-RCG,And Study,V4026499,Yes
B9D604CE-B27,MAT-58266,LOT-38707248,259,LOT-73483649,Closed,LY8808620,MRP-114,G1 Clinical,MAT-58266,Tree Injection,Ancillary Supply,Tree Injection,2025-09-08 22:10:33.671362,OP64,OP39,PCN-27772,PK-190282,Low,AP03,Garymouth Plant,620533169,Recipe 45,Respond,Car,CT-3228-ZKT,CT-3228-ZKT,Both Program,V7626599,No
88381E6F-DB8,MAT-46171,LOT-74019635,55,LOT-47865891,In Progress,LY1017307,MRP-136,G3 Pilot,MAT-46171,Though Solution,Ancillary Supply,Though Solution,2025-10-21 22:14:17.463318,OP59,OP22,PCN-85501,PK-171708,Fight,AP03,North Peggy Plant,639820602,Recipe 47,Similar,Technology,CT-3636-AVP,CT-3636-AVP,Wear Program,V7806349,Yes
F82FA87C-017,MAT-14115,LOT-48273549,189,LOT-65372587,Released,LY1419924,MRP-135,G3 Pilot,MAT-14115,Property Tablet,Comparator,Property Tablet,2025-09-22 13:57:00.562505,OP40,OP10,PCN-73545,PK-175436,Chance,US01,West Rebecca Plant,244486772,Recipe 14,Interesting,Cost,CT-1696-SCY,CT-1696-SCY,Miss Trial,V4616008,No
0B269C0B-68B,MAT-31615,LOT-96443919,226,LOT-91403277,Closed,LY7066982,MRP-122,G1 Clinical,MAT-31615,Trouble Capsule,Comparator,Trouble Capsule,2025-11-10 17:38:30.779888,OP33,OP81,PCN-40197,PK-296540,Must,LAT04,Thomasview Plant,569527428,Recipe 48,Wish,Industry,CT-9781-BYC,CT-9781-BYC,None Trial,V2748790,No
53E512B4-F07,MAT-59372,LOT-31152831,52,LOT-31152831,Created,LY6437001,MRP-126,G1 Clinical,MAT-59372,Issue Patch,Ancillary Supply,Issue Patch,2025-09-10 18:21:53.091209,OP59,OP17,PCN-92717,PK-619478,Quickly,LAT04,Kristinaside Plant,543495198,Recipe 19,Best,People,CT-7487-KNX,CT-7487-KNX,Recent Trial,V9092728,Yes
21ED0BE4-ED0,MAT-68176,LOT-78676156,154,LOT-46366370,Completed,LY4596590,MRP-137,G2 Commercial,MAT-68176,Treat Tablet,Comparator,Treat Tablet,2025-08-24 18:56:04.230603,OP23,OP13,PCN-15123,PK-275256,Site,LAT04,New Heather Plant,785853699,Recipe 23,Company,Sense,CT-3230-HFO,CT-3230-HFO,Talk Trial,V6436274,No
C9553C30-3C9,MAT-58634,LOT-73100049,64,LOT-73100049,Released,LY8119063,MRP-109,G3 Pilot,MAT-58634,Impact Patch,Ancillary Supply,Impact Patch,2025-11-01 22:03:31.873419,OP87,OP88,PCN-76784,PK-748017,Conference,US01,East Jason Plant,275349406,Recipe 35,Federal,Manage,CT-7047-GQC,CT-7047-GQC,Season Trial,V9607472,Yes
C93ED8AD-5FB,MAT-22152,LOT-36766763,154,LOT-36766763,Closed,LY2709921,MRP-129,G3 Pilot,MAT-22152,Culture Solution,Ancillary Supply,Culture Solution,2025-11-12 21:57:45.803113,OP17,OP17,PCN-57117,PK-739233,Store,EU02,Bakerhaven Plant,170158895,Recipe 17,Hair,Ask,CT-3472-PNG,CT-3472-PNG,Put Trial,V3661823,Yes
56F016D1-42A,MAT-49651,LOT-70273170,220,LOT-70273170,Created,LY3284623,MRP-112,G1 Clinical,MAT-49651,High Injection,Investigational Product,High Injection,2025-09-05 10:55:48.303685,OP32,OP65,PCN-12504,PK-858518,Either,EU02,South Jacobberg Plant,867955358,Recipe 45,Standard,City,CT-9831-IEW,CT-9831-IEW,Myself Program,V9868452,Yes
DC6732A6-B32,MAT-82814,LOT-52789053,250,LOT-52789053,Created,LY4693293,MRP-110,G2 Commercial,MAT-82814,Reduce Solution,Investigational Product,Reduce Solution,2025-10-28 03:06:58.642443,OP16,OP26,PCN-63595,PK-456742,Present,US01,Bradville Plant,857538068,Recipe 35,Lawyer,Story,CT-3395-UCM,CT-3395-UCM,Majority Trial,V9072991,Yes
1C290466-294,MAT-55297,LOT-36343625,247,LOT-19895402,Released,LY4849628,MRP-134,G3 Pilot,MAT-55297,New Solution,Comparator,New Solution,2025-10-11 02:29:41.532017,OP42,OP57,PCN-32325,PK-375808,Simply,EU02,Lake Brittanymouth Plant,156879194,Recipe 48,Different,Keep,CT-1816-RCG,CT-1816-RCG,And Study,V5602160,Yes
302EBFD8-75D,MAT-37872,LOT-73297905,23,LOT-60968631,Created,LY7679936,MRP-110,G2 Commercial,MAT-37872,Effort Capsule,Comparator,Effort Capsule,2025-10-01 07:23:21.883660,OP54,OP27,PCN-81271,PK-659512,Management,EU02,Port Michelleview Plant,587103335,Recipe 17,Deal,Past,CT-1816-RCG,CT-1816-RCG,And Study,V4664193,No
137379DF-53E,MAT-66257,LOT-26012891,206,LOT-26012891,In Progress,LY4494972,MRP-133,G3 Pilot,MAT-66257,Hundred Solution,Comparator,Hundred Solution,2025-09-02 07:57:43.022206,OP83,OP64,PCN-50804,PK-905505,Coach,LAT04,Byrdfurt Plant,404005487,Recipe 35,Arm,Summer,CT-7484-BIH,CT-7484-BIH,Member Trial,V7034098,Yes
E70B0CD9-41B,MAT-78401,LOT-46656333,241,LOT-44491067,Completed,LY6881797,MRP-103,G2 Commercial,MAT-78401,Expect Tablet,Ancillary Supply,Expect Tablet,2025-10-25 20:16:52.053066,OP99,OP20,PCN-37774,PK-303807,Meeting,EU02,Martinezfort Plant,299345097,Recipe 44,Both,Everyone,CT-1696-SCY,CT-1696-SCY,Miss Trial,V6717375,Yes
C3C4CA8C-DA3,MAT-66257,LOT-26012891,270,LOT-16159838,Released,LY7011786,MRP-133,G1 Clinical,MAT-66257,Hundred Solution,Comparator,Hundred Solution,2025-08-23 08:24:28.863258,OP13,OP20,PCN-25574,PK-412934,Yes,LAT04,Petersonport Plant,232930703,Recipe 20,Speech,Writer,CT-7484-BIH,CT-7484-BIH,Member Trial,V4984347,No
7D85A9BB-51A,MAT-22610,LOT-16473868,173,LOT-16473868,Created,LY9607917,MRP-108,G3 Pilot,MAT-22610,Us Solution,Ancillary Supply,Us Solution,2025-09-08 07:03:57.507952,OP90,OP24,PCN-17294,PK-183146,Industry,EU02,New Jason Plant,641749452,Recipe 19,Never,Ever,CT-9771-CZL,CT-9771-CZL,Job Trial,V9329936,Yes
9F746DC7-45B,MAT-74459,LOT-49095565,161,LOT-21570201,Closed,LY9120952,MRP-114,G3 Pilot,MAT-74459,Memory Solution,Investigational Product,Memory Solution,2025-09-07 12:33:31.354776,OP91,OP99,PCN-51326,PK-599639,Town,US01,Dawnbury Plant,584696564,Recipe 2,Community,Level,CT-8015-GMQ,CT-8015-GMQ,Past Trial,V1974832,Yes
F07DEB5E-390,MAT-53554,LOT-29384973,51,LOT-29384973,Closed,LY1748950,MRP-103,G2 Commercial,MAT-53554,They Capsule,Ancillary Supply,They Capsule,2025-08-18 03:32:07.032391,OP90,OP42,PCN-75083,PK-531745,Soldier,AP03,Morganmouth Plant,155806769,Recipe 50,Power,Six,CT-5014-EEP,CT-5014-EEP,Attorney Study,V8204082,No
DA07F536-CAB,MAT-14115,LOT-65372587,77,LOT-48273549,Created,LY2553398,MRP-135,G1 Clinical,MAT-14115,Property Tablet,Comparator,Property Tablet,2025-09-12 17:09:10.709141,OP43,OP17,PCN-42912,PK-233525,True,LAT04,Karenport Plant,436249836,Recipe 12,Sound,Million,CT-1696-SCY,CT-1696-SCY,Miss Trial,V9478022,No
2F2C7D94-2CE,MAT-68176,LOT-46366370,15,LOT-28229614,Closed,LY7307240,MRP-137,G1 Clinical,MAT-68176,Treat Tablet,Comparator,Treat Tablet,2025-10-05 06:20:15.676394,OP29,OP84,PCN-86644,PK-186958,Least,EU02,New Kathrynhaven Plant,324580747,Recipe 16,Along,Plan,CT-3230-HFO,CT-3230-HFO,Talk Trial,V4005954,Yes
46866D25-F7F,MAT-32011,LOT-39007987,275,LOT-39555641,Completed,LY6360569,MRP-134,G2 Commercial,MAT-32011,Offer Tablet,Comparator,Offer Tablet,2025-08-20 23:07:24.950684,OP85,OP18,PCN-38837,PK-266396,Three,LAT04,Robertport Plant,421962974,Recipe 47,Open,Realize,CT-2004-PSX,CT-2004-PSX,Home Trial,V3260533,Yes
657B8A24-549,MAT-53554,LOT-29384973,229,LOT-29384973,Created,LY6525013,MRP-103,G1 Clinical,MAT-53554,They Capsule,Ancillary Supply,They Capsule,2025-10-10 11:49:19.100737,OP89,OP78,PCN-48578,PK-801369,Defense,EU02,New Dana Plant,867694524,Recipe 41,Pull,American,CT-5014-EEP,CT-5014-EEP,Attorney Study,V4015898,Yes
721F5CBB-8FF,MAT-82398,LOT-84562329,55,LOT-74101873,Released,LY6287627,MRP-137,G3 Pilot,MAT-82398,Range Solution,Investigational Product,Range Solution,2025-10-07 20:47:04.492787,OP47,OP70,PCN-36544,PK-572359,Early,US01,East Heather Plant,261929804,Recipe 41,Side,Operation,CT-8970-PLO,CT-8970-PLO,Skin Trial,V2621429,Yes
3C28F46E-D2C,MAT-30745,LOT-91082003,299,LOT-81143076,In Progress,LY5569335,MRP-133,G1 Clinical,MAT-30745,Indicate Patch,Comparator,Indicate Patch,2025-08-17 07:27:04.217202,OP50,OP96,PCN-27525,PK-253535,Fish,US01,Jenniferstad Plant,271348730,Recipe 42,Bed,Hit,CT-4229-AWU,CT-4229-AWU,Front Study,V4776992,No
B4AACE38-46A,MAT-39627,LOT-27607761,170,LOT-27607761,Created,LY5647977,MRP-123,G1 Clinical,MAT-39627,Fund Tablet,Comparator,Fund Tablet,2025-09-24 14:53:14.322217,OP12,OP49,PCN-95931,PK-627346,Determine,US01,South Katie Plant,467008628,Recipe 45,Measure,Young,CT-5014-EEP,CT-5014-EEP,Attorney Study,V8700255,No
40399FB4-B0C,MAT-18458,LOT-10801382,73,LOT-75893896,Closed,LY7985079,MRP-102,G3 Pilot,MAT-18458,Reason Tablet,Ancillary Supply,Reason Tablet,2025-09-11 10:05:57.963586,OP14,OP68,PCN-90928,PK-143854,Kitchen,LAT04,East Kimberly Plant,447646604,Recipe 13,Toward,Still,CT-7487-KNX,CT-7487-KNX,Recent Trial,V4150164,No
7B08EEA7-A6C,MAT-18409,LOT-57780542,237,LOT-24674076,Created,LY3268775,MRP-137,G1 Clinical,MAT-18409,Commercial Tablet,Investigational Product,Commercial Tablet,2025-11-02 14:57:13.726762,OP87,OP23,PCN-87199,PK-899936,Site,US01,Pierceland Plant,879858787,Recipe 37,Live,Not,CT-3228-ZKT,CT-3228-ZKT,Both Program,V9604993,No
7697D79B-3FA,MAT-47254,LOT-83111741,247,LOT-94846184,Created,LY2182431,MRP-136,G2 Commercial,MAT-47254,Article Tablet,Comparator,Article Tablet,2025-09-11 13:27:54.890033,OP10,OP56,PCN-31260,PK-247294,Risk,US01,Mitchellchester Plant,171525173,Recipe 49,Wide,Above,CT-8742-ECD,CT-8742-ECD,Compare Study,V6933394,Yes
30986C0B-785,MAT-93544,LOT-11996537,293,LOT-29648706,In Progress,LY7772095,MRP-123,G3 Pilot,MAT-93544,Player Solution,Investigational Product,Player Solution,2025-08-29 00:11:07.680888,OP91,OP63,PCN-98856,PK-961225,Usually,EU02,Sophiaton Plant,997653412,Recipe 5,Film,Fill,CT-9771-CZL,CT-9771-CZL,Job Trial,V8161337,Yes
E09D9D69-D6E,MAT-40089,LOT-19373416,51,LOT-66136964,Closed,LY6729853,MRP-126,G1 Clinical,MAT-40089,Pull Patch,Investigational Product,Pull Patch,2025-09-08 00:48:05.403145,OP67,OP10,PCN-56515,PK-300922,Article,EU02,North Mitchellhaven Plant,348553982,Recipe 6,Today,Protect,CT-4229-AWU,CT-4229-AWU,Front Study,V9902866,Yes
272CA541-8B2,MAT-15875,LOT-61778837,198,LOT-61778837,Completed,LY4413560,MRP-138,G1 Clinical,MAT-15875,Happy Solution,Ancillary Supply,Happy Solution,2025-11-04 19:29:42.602205,OP68,OP58,PCN-45810,PK-511788,Claim,AP03,Port Sherriville Plant,965293420,Recipe 16,Agree,Would,CT-8742-ECD,CT-8742-ECD,Compare Study,V8155513,Yes
0DB649CA-F40,MAT-55297,LOT-19895402,150,LOT-36343625,Created,LY7125702,MRP-134,G1 Clinical,MAT-55297,New Solution,Comparator,New Solution,2025-09-16 02:30:53.603090,OP39,OP86,PCN-75136,PK-936931,Article,US01,Leemouth Plant,500683852,Recipe 37,Teach,I,CT-1816-RCG,CT-1816-RCG,And Study,V4591426,Yes
E7347777-52D,MAT-37872,LOT-73297905,101,LOT-60968631,Completed,LY8821263,MRP-110,G2 Commercial,MAT-37872,Effort Capsule,Comparator,Effort Capsule,2025-09-26 23:18:41.260832,OP60,OP15,PCN-46462,PK-435142,Shoulder,US01,Henryton Plant,504413237,Recipe 38,Visit,Draw,CT-1816-RCG,CT-1816-RCG,And Study,V6620018,Yes
3FF3E6F8-274,MAT-16848,LOT-45571743,28,LOT-48781281,Released,LY2749997,MRP-106,G1 Clinical,MAT-16848,Blue Patch,Comparator,Blue Patch,2025-09-30 05:41:19.356936,OP58,OP39,PCN-53979,PK-261135,Enter,EU02,Hillchester Plant,685835701,Recipe 17,Peace,Room,CT-8742-ECD,CT-8742-ECD,Compare Study,V8514659,Yes
DC052809-D93,MAT-37872,LOT-60968631,213,LOT-73297905,In Progress,LY5132259,MRP-110,G2 Commercial,MAT-37872,Effort Capsule,Comparator,Effort Capsule,2025-09-06 12:23:50.767491,OP86,OP45,PCN-19953,PK-808266,Down,US01,South Tracy Plant,793283624,Recipe 27,Style,Accept,CT-1816-RCG,CT-1816-RCG,And Study,V3311564,Yes
26C6F3AA-518,MAT-37872,LOT-60968631,254,LOT-73297905,Released,LY7227146,MRP-110,G2 Commercial,MAT-37872,Effort Capsule,Comparator,Effort Capsule,2025-09-26 03:13:42.751085,OP46,OP11,PCN-76253,PK-837992,Recognize,US01,Ingramton Plant,907855596,Recipe 6,Meet,Over,CT-1816-RCG,CT-1816-RCG,And Study,V8574178,No
BEBE3F6F-617,MAT-42350,LOT-80893385,234,LOT-91428756,Closed,LY8189880,MRP-130,G2 Commercial,MAT-42350,Figure Capsule,Comparator,Figure Capsule,2025-10-07 01:39:47.860221,OP64,OP64,PCN-91858,PK-230272,Front,EU02,Maddenport Plant,505118294,Recipe 26,Drive,Personal,CT-5806-JWO,CT-5806-JWO,Improve Trial,V8470125,Yes
72B8F29D-C0E,MAT-17085,LOT-19994803,200,LOT-19994803,Completed,LY1277835,MRP-106,G3 Pilot,MAT-17085,Myself Capsule,Investigational Product,Myself Capsule,2025-10-15 11:16:04.610918,OP82,OP32,PCN-55036,PK-520507,By,LAT04,South Hannahmouth Plant,611730998,Recipe 21,Economic,Start,CT-6592-IDY,CT-6592-IDY,Pay Study,V5957364,No
4C575DF3-DBF,MAT-82814,LOT-52789053,11,LOT-16679340,Created,LY5472837,MRP-110,G2 Commercial,MAT-82814,Reduce Solution,Investigational Product,Reduce Solution,2025-11-10 13:16:15.351917,OP77,OP66,PCN-64367,PK-421643,Phone,LAT04,Lake Adamshire Plant,211142638,Recipe 30,Blue,Here,CT-3395-UCM,CT-3395-UCM,Majority Trial,V5665308,No
362FCDC7-090,MAT-98864,LOT-27880910,169,LOT-37532398,In Progress,LY9405979,MRP-119,G2 Commercial,MAT-98864,Positive Injection,Ancillary Supply,Positive Injection,2025-09-01 16:59:42.152542,OP87,OP57,PCN-63244,PK-289493,Prevent,LAT04,Michelleville Plant,872978593,Recipe 40,Though,Boy,CT-9781-BYC,CT-9781-BYC,None Trial,V1722011,No
D822806C-DEC,MAT-86168,LOT-49441641,113,LOT-70811881,In Progress,LY6157113,MRP-119,G2 Commercial,MAT-86168,Run Solution,Investigational Product,Run Solution,2025-09-13 12:13:09.250663,OP46,OP52,PCN-74748,PK-727125,Work,AP03,North Nancy Plant,892955113,Recipe 31,My,Born,CT-6109-EDZ,CT-6109-EDZ,City Program,V4832938,Yes
87528E6A-790,MAT-55297,LOT-19895402,88,LOT-19895402,Created,LY8416903,MRP-134,G1 Clinical,MAT-55297,New Solution,Comparator,New Solution,2025-09-24 12:21:31.198756,OP11,OP65,PCN-55762,PK-849384,Hope,US01,Gonzalesstad Plant,892166521,Recipe 8,Window,Crime,CT-1816-RCG,CT-1816-RCG,And Study,V6744865,Yes
FF0D6EB9-415,MAT-16627,LOT-17670878,13,LOT-72460791,Completed,LY5797773,MRP-125,G3 Pilot,MAT-16627,Receive Patch,Investigational Product,Receive Patch,2025-11-05 08:54:41.795272,OP29,OP62,PCN-15632,PK-993136,Campaign,US01,Port William Plant,608565168,Recipe 17,Decision,Computer,CT-9831-IEW,CT-9831-IEW,Myself Program,V6750142,Yes
