trial_alias,lpn,location_id,class,lot_number,item_number,description,expiration_date,sap_plant,sap_destroy_after_dt,actual_qty,warehouse_id,warehouse_name,warehouse_country
CT-8015-GMQ,LPN3532461626,LOC-24025,Frozen,LOT-23670572,MAT-91309,Simply Injection,2026-05-20,AP03,2026-07-19,9,WH-860,South Jennifer Logistics Center,Malawi
CT-8015-GMQ,LPN3048391989,LOC-82562,Ambient,LOT-23670572,MAT-91309,Simply Injection,2026-05-20,AP03,2026-07-19,17,WH-705,New Thomas Logistics Center,Taiwan
CT-9781-BYC,LPN9240397511,LOC-58842,Ambient,LOT-37532398,MAT-98864,Positive Injection,2026-09-16,AP03,2026-11-15,33,WH-245,Whitneybury Logistics Center,Palau
CT-9781-BYC,LPN3526562496,LOC-55441,Ambient,LOT-37532398,MAT-98864,Positive Injection,2026-09-16,AP03,2026-11-15,45,WH-834,East Hollyport Logistics Center,Mongolia
CT-9781-BYC,LPN9187401413,LOC-50530,Cold Chain,LOT-37532398,MAT-98864,Positive Injection,2026-09-16,LAT04,2026-11-15,35,WH-785,New Laura Logistics Center,Czech Republic
CT-9781-BYC,LPN5940675624,LOC-98485,Frozen,LOT-37532398,MAT-98864,Positive Injection,2026-09-16,EU02,2026-11-15,7,WH-932,New David Logistics Center,Italy
CT-7487-KNX,LPN6795012941,LOC-15349,Ambient,LOT-70758392,MAT-56157,Contain Solution,2027-07-12,EU02,2027-09-10,23,WH-846,Greenefort Logistics Center,Indonesia
CT-7487-KNX,LPN3995045633,LOC-39509,Frozen,LOT-70758392,MAT-56157,Contain Solution,2027-07-12,US01,2027-09-10,27,WH-414,Sullivanview Logistics Center,Kazakhstan
CT-7487-KNX,LPN4693237633,LOC-50521,Cold Chain,LOT-70758392,MAT-56157,Contain Solution,2027-07-12,US01,2027-09-10,24,WH-453,East Katrina Logistics Center,Bahamas
CT-7487-KNX,LPN8121460059,LOC-25737,Ambient,LOT-70758392,MAT-56157,Contain Solution,2027-07-12,US01,2027-09-10,28,WH-745,Carterton Logistics Center,Zambia
CT-8742-ECD,LPN4850124411,LOC-73789,Cold Chain,LOT-97576608,MAT-47140,Side Capsule,2028-01-14,AP03,2028-03-14,15,WH-375,South Nathanmouth Logistics Center,Greece
CT-8742-ECD,LPN7284616458,LOC-49913,Frozen,LOT-97576608,MAT-47140,Side Capsule,2028-01-14,AP03,2028-03-14,9,WH-736,Jordanmouth Logistics Center,Swaziland
CT-8742-ECD,LPN9814292667,LOC-87015,Frozen,LOT-97576608,MAT-47140,Side Capsule,2028-01-14,AP03,2028-03-14,40,WH-236,Timstad Logistics Center,Korea
CT-8742-ECD,LPN9640787542,LOC-66445,Cold Chain,LOT-97576608,MAT-47140,Side Capsule,2028-01-14,EU02,2028-03-14,1,WH-921,Lake Jonathan Logistics Center,Togo
CT-9771-CZL,LPN2213719819,LOC-80331,Frozen,LOT-83383410,MAT-22610,Us Solution,2027-04-27,LAT04,2027-06-26,47,WH-545,Port Charlene Logistics Center,Argentina
CT-3472-PNG,LPN5762702274,LOC-20465,Ambient,LOT-89268420,MAT-84153,Floor Patch,2026-12-16,LAT04,2027-02-14,9,WH-509,North Johnburgh Logistics Center,Saudi Arabia
CT-3472-PNG,LPN1238322065,LOC-59131,Cold Chain,LOT-89268420,MAT-84153,Floor Patch,2026-12-16,US01,2027-02-14,42,WH-932,New David Logistics Center,Italy
CT-3472-PNG,LPN1243731281,LOC-77743,Frozen,LOT-89268420,MAT-84153,Floor Patch,2026-12-16,EU02,2027-02-14,11,WH-453,East Katrina Logistics Center,Bahamas
CT-5806-JWO,LPN7108840041,LOC-97268,Cold Chain,LOT-26730959,MAT-81584,Set Solution,2026-03-16,AP03,2026-05-15,37,WH-370,Jonesshire Logistics Center,Tokelau
CT-5806-JWO,LPN9813080465,LOC-63002,Frozen,LOT-26730959,MAT-81584,Set Solution,2026-03-16,LAT04,2026-05-15,25,WH-735,Carterbury Logistics Center,Finland
CT-5806-JWO,LPN8825334823,LOC-96733,Ambient,LOT-26730959,MAT-81584,Set Solution,2026-03-16,AP03,2026-05-15,23,WH-864,Jonesville Logistics Center,Mali
CT-7487-KNX,LPN9622355519,LOC-99610,Ambient,LOT-31152831,MAT-59372,Issue Patch,2025-09-07,EU02,2025-11-06,37,WH-509,North Johnburgh Logistics Center,Saudi Arabia
CT-7487-KNX,LPN3981776934,LOC-76467,Frozen,LOT-31152831,MAT-59372,Issue Patch,2025-09-07,AP03,2025-11-06,22,WH-921,Lake Jonathan Logistics Center,Togo
CT-7487-KNX,LPN4715324199,LOC-33363,Frozen,LOT-31152831,MAT-59372,Issue Patch,2025-09-07,EU02,2025-11-06,36,WH-970,West Meghanmouth Logistics Center,Turkmenistan
CT-7487-KNX,LPN8871363734,LOC-52997,Frozen,LOT-31152831,MAT-59372,Issue Patch,2025-09-07,AP03,2025-11-06,11,WH-816,Georgeview Logistics Center,United States of America
CT-5806-JWO,LPN9589796394,LOC-19853,Cold Chain,LOT-26730959,MAT-81584,Set Solution,2026-03-16,AP03,2026-05-15,23,WH-264,South Christopher Logistics Center,Afghanistan
CT-5806-JWO,LPN6890770048,LOC-71729,Ambient,LOT-26730959,MAT-81584,Set Solution,2026-03-16,US01,2026-05-15,32,WH-406,Meganchester Logistics Center,Angola
CT-5806-JWO,LPN7229302309,LOC-37186,Cold Chain,LOT-26730959,MAT-81584,Set Solution,2026-03-16,US01,2026-05-15,44,WH-735,Carterbury Logistics Center,Finland
CT-5806-JWO,LPN3251213635,LOC-74338,Cold Chain,LOT-26730959,MAT-81584,Set Solution,2026-03-16,EU02,2026-05-15,36,WH-264,South Christopher Logistics Center,Afghanistan
CT-5014-EEP,LPN5464755985,LOC-20241,Frozen,LOT-35809899,MAT-39627,Fund Tablet,2026-06-17,LAT04,2026-08-16,21,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-5014-EEP,LPN2165942697,LOC-69011,Ambient,LOT-35809899,MAT-39627,Fund Tablet,2026-06-17,EU02,2026-08-16,36,WH-331,Margaretville Logistics Center,Belgium
CT-5014-EEP,LPN5271421106,LOC-89267,Cold Chain,LOT-35809899,MAT-39627,Fund Tablet,2026-06-17,LAT04,2026-08-16,4,WH-258,Meyersmouth Logistics Center,Grenada
CT-5014-EEP,LPN4736318708,LOC-62204,Frozen,LOT-35809899,MAT-39627,Fund Tablet,2026-06-17,EU02,2026-08-16,7,WH-856,New Amymouth Logistics Center,Qatar
CT-5014-EEP,LPN1262175526,LOC-27000,Ambient,LOT-27803441,MAT-53554,They Capsule,2026-11-22,US01,2027-01-21,19,WH-842,West Tonya Logistics Center,Palestinian Territory
CT-5014-EEP,LPN1971480691,LOC-16129,Ambient,LOT-27803441,MAT-53554,They Capsule,2026-11-22,EU02,2027-01-21,17,WH-846,Greenefort Logistics Center,Indonesia
CT-5014-EEP,LPN7527579844,LOC-38055,Ambient,LOT-27803441,MAT-53554,They Capsule,2026-11-22,AP03,2027-01-21,30,WH-331,Margaretville Logistics Center,Belgium
CT-5014-EEP,LPN1405091380,LOC-76464,Ambient,LOT-27803441,MAT-53554,They Capsule,2026-11-22,US01,2027-01-21,46,WH-521,Christopherfurt Logistics Center,Gibraltar
CT-3395-UCM,LPN7186361423,LOC-84639,Frozen,LOT-62442527,MAT-40706,Keep Capsule,2025-09-06,LAT04,2025-11-05,19,WH-921,Lake Jonathan Logistics Center,Togo
CT-4229-AWU,LPN3943501229,LOC-40364,Cold Chain,LOT-12068529,MAT-47986,Experience Tablet,2025-11-10,AP03,2026-01-09,38,WH-554,Turnerview Logistics Center,Guam
CT-7047-GQC,LPN3732371204,LOC-90698,Frozen,LOT-66613397,MAT-18097,Enter Capsule,2025-11-03,US01,2026-01-02,16,WH-737,Tracyberg Logistics Center,Kenya
CT-6592-IDY,LPN4048034087,LOC-99404,Frozen,LOT-69596629,MAT-49508,Able Patch,2026-12-31,AP03,2027-03-01,43,WH-736,Jordanmouth Logistics Center,Swaziland
CT-6592-IDY,LPN3061452869,LOC-25657,Cold Chain,LOT-69596629,MAT-49508,Able Patch,2026-12-31,AP03,2027-03-01,42,WH-737,Tracyberg Logistics Center,Kenya
CT-6592-IDY,LPN9166206469,LOC-75013,Frozen,LOT-69596629,MAT-49508,Able Patch,2026-12-31,LAT04,2027-03-01,23,WH-705,New Thomas Logistics Center,Taiwan
CT-6592-IDY,LPN5532532143,LOC-16424,Cold Chain,LOT-69596629,MAT-49508,Able Patch,2026-12-31,EU02,2027-03-01,11,WH-554,Turnerview Logistics Center,Guam
CT-9831-IEW,LPN4434221400,LOC-44265,Cold Chain,LOT-26376337,MAT-33775,Something Patch,2026-09-04,US01,2026-11-03,42,WH-705,New Thomas Logistics Center,Taiwan
CT-3230-HFO,LPN3810469651,LOC-32955,Frozen,LOT-58463446,MAT-54713,Free Solution,2027-04-08,AP03,2027-06-07,27,WH-727,South Lance Logistics Center,Bhutan
CT-3230-HFO,LPN9535883625,LOC-98911,Frozen,LOT-58463446,MAT-54713,Free Solution,2027-04-08,EU02,2027-06-07,7,WH-236,Timstad Logistics Center,Korea
CT-3230-HFO,LPN9200792717,LOC-15640,Ambient,LOT-58463446,MAT-54713,Free Solution,2027-04-08,EU02,2027-06-07,17,WH-842,West Tonya Logistics Center,Palestinian Territory
CT-9831-IEW,LPN3272103233,LOC-12636,Cold Chain,LOT-82476241,MAT-16078,Stock Patch,2025-06-26,US01,2025-08-25,27,WH-864,Jonesville Logistics Center,Mali
CT-9831-IEW,LPN9550773543,LOC-65878,Frozen,LOT-82476241,MAT-16078,Stock Patch,2025-06-26,US01,2025-08-25,34,WH-842,West Tonya Logistics Center,Palestinian Territory
CT-9831-IEW,LPN4148328008,LOC-78640,Cold Chain,LOT-82476241,MAT-16078,Stock Patch,2025-06-26,LAT04,2025-08-25,13,WH-208,Allenstad Logistics Center,Papua New Guinea
CT-3636-AVP,LPN1665439342,LOC-50636,Cold Chain,LOT-27778437,MAT-54383,Agency Injection,2025-04-09,LAT04,2025-06-08,7,WH-406,Meganchester Logistics Center,Angola
CT-3636-AVP,LPN6477790701,LOC-88421,Ambient,LOT-27778437,MAT-54383,Agency Injection,2025-04-09,US01,2025-06-08,48,WH-779,Derekville Logistics Center,Portugal
CT-3636-AVP,LPN2496812388,LOC-19773,Cold Chain,LOT-27778437,MAT-54383,Agency Injection,2025-04-09,US01,2025-06-08,31,WH-245,Whitneybury Logistics Center,Palau
CT-3636-AVP,LPN6452563100,LOC-98440,Frozen,LOT-27778437,MAT-54383,Agency Injection,2025-04-09,AP03,2025-06-08,45,WH-745,Carterton Logistics Center,Zambia
CT-7047-GQC,LPN2999583368,LOC-78760,Frozen,LOT-73100049,MAT-58634,Impact Patch,2026-06-22,US01,2026-08-21,44,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-7047-GQC,LPN4383922141,LOC-51870,Ambient,LOT-73100049,MAT-58634,Impact Patch,2026-06-22,US01,2026-08-21,17,WH-453,East Katrina Logistics Center,Bahamas
CT-4229-AWU,LPN8520852161,LOC-67633,Ambient,LOT-85774109,MAT-22354,Light Tablet,2026-09-07,US01,2026-11-06,28,WH-361,East Matthewton Logistics Center,Central African Republic
CT-4229-AWU,LPN2596429502,LOC-92987,Frozen,LOT-85774109,MAT-22354,Light Tablet,2026-09-07,EU02,2026-11-06,36,WH-499,Russellhaven Logistics Center,Lesotho
CT-3228-ZKT,LPN5913470213,LOC-85187,Ambient,LOT-63567190,MAT-30703,Cold Injection,2027-08-13,US01,2027-10-12,34,WH-554,Turnerview Logistics Center,Guam
CT-5014-EEP,LPN9395205807,LOC-50441,Ambient,LOT-27803441,MAT-53554,They Capsule,2026-11-22,EU02,2027-01-21,32,WH-736,Jordanmouth Logistics Center,Swaziland
CT-5014-EEP,LPN8716959986,LOC-36655,Ambient,LOT-27803441,MAT-53554,They Capsule,2026-11-22,EU02,2027-01-21,34,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-5014-EEP,LPN8503281873,LOC-98248,Frozen,LOT-27803441,MAT-53554,They Capsule,2026-11-22,US01,2027-01-21,6,WH-245,Whitneybury Logistics Center,Palau
CT-5014-EEP,LPN3905421108,LOC-55281,Ambient,LOT-27803441,MAT-53554,They Capsule,2026-11-22,AP03,2027-01-21,31,WH-705,New Thomas Logistics Center,Taiwan
CT-6551-IBW,LPN2867546944,LOC-32436,Cold Chain,LOT-34574127,MAT-79992,Anyone Tablet,2027-11-14,LAT04,2028-01-13,32,WH-236,Timstad Logistics Center,Korea
CT-6551-IBW,LPN1703045463,LOC-37442,Ambient,LOT-34574127,MAT-79992,Anyone Tablet,2027-11-14,EU02,2028-01-13,44,WH-641,Meyerview Logistics Center,Russian Federation
CT-6551-IBW,LPN3712230454,LOC-32067,Frozen,LOT-34574127,MAT-79992,Anyone Tablet,2027-11-14,EU02,2028-01-13,29,WH-864,Port Tiffany Logistics Center,Albania
CT-6551-IBW,LPN6302136676,LOC-97243,Cold Chain,LOT-34574127,MAT-79992,Anyone Tablet,2027-11-14,EU02,2028-01-13,40,WH-860,South Jennifer Logistics Center,Malawi
CT-7487-KNX,LPN5446357858,LOC-85030,Cold Chain,LOT-31152831,MAT-59372,Issue Patch,2025-09-07,US01,2025-11-06,13,WH-370,Jonesshire Logistics Center,Tokelau
CT-7487-KNX,LPN7048315149,LOC-25364,Frozen,LOT-31152831,MAT-59372,Issue Patch,2025-09-07,US01,2025-11-06,39,WH-860,South Jennifer Logistics Center,Malawi
CT-2004-PSX,LPN7972487878,LOC-98418,Cold Chain,LOT-75185716,MAT-97442,Common Patch,2026-06-14,EU02,2026-08-13,19,WH-779,Derekville Logistics Center,Portugal
CT-3395-UCM,LPN8140705088,LOC-28873,Ambient,LOT-30151730,MAT-40706,Keep Capsule,2027-03-31,LAT04,2027-05-30,15,WH-846,Greenefort Logistics Center,Indonesia
CT-3395-UCM,LPN9682492635,LOC-27720,Frozen,LOT-30151730,MAT-40706,Keep Capsule,2027-03-31,LAT04,2027-05-30,8,WH-264,South Christopher Logistics Center,Afghanistan
CT-5014-EEP,LPN6335431583,LOC-90016,Ambient,LOT-35809899,MAT-39627,Fund Tablet,2026-06-17,AP03,2026-08-16,45,WH-370,Jonesshire Logistics Center,Tokelau
CT-5014-EEP,LPN2815499134,LOC-51443,Frozen,LOT-35809899,MAT-39627,Fund Tablet,2026-06-17,EU02,2026-08-16,16,WH-864,Jonesville Logistics Center,Mali
CT-5014-EEP,LPN7655418079,LOC-99822,Ambient,LOT-35809899,MAT-39627,Fund Tablet,2026-06-17,EU02,2026-08-16,6,WH-860,South Jennifer Logistics Center,Malawi
CT-5014-EEP,LPN9725321982,LOC-34370,Cold Chain,LOT-35809899,MAT-39627,Fund Tablet,2026-06-17,LAT04,2026-08-16,38,WH-406,Meganchester Logistics Center,Angola
CT-2004-PSX,LPN7648265269,LOC-77308,Cold Chain,LOT-39555641,MAT-32011,Offer Tablet,2027-05-20,EU02,2027-07-19,47,WH-245,Whitneybury Logistics Center,Palau
CT-2004-PSX,LPN5844866317,LOC-92583,Ambient,LOT-39555641,MAT-32011,Offer Tablet,2027-05-20,LAT04,2027-07-19,16,WH-378,Freemanmouth Logistics Center,Canada
CT-2004-PSX,LPN2665242401,LOC-67416,Ambient,LOT-39555641,MAT-32011,Offer Tablet,2027-05-20,LAT04,2027-07-19,47,WH-864,Port Tiffany Logistics Center,Albania
CT-2004-PSX,LPN1284506457,LOC-74359,Cold Chain,LOT-39555641,MAT-32011,Offer Tablet,2027-05-20,US01,2027-07-19,48,WH-846,Greenefort Logistics Center,Indonesia
CT-6109-EDZ,LPN5002644666,LOC-24946,Frozen,LOT-70811881,MAT-86168,Run Solution,2026-09-05,EU02,2026-11-04,33,WH-725,Wolfport Logistics Center,Sao Tome and Principe
CT-6109-EDZ,LPN4350338818,LOC-33943,Ambient,LOT-70811881,MAT-86168,Run Solution,2026-09-05,LAT04,2026-11-04,40,WH-545,Port Charlene Logistics Center,Argentina
CT-6109-EDZ,LPN7178776325,LOC-28408,Ambient,LOT-70811881,MAT-86168,Run Solution,2026-09-05,EU02,2026-11-04,47,WH-545,Port Charlene Logistics Center,Argentina
CT-6109-EDZ,LPN3055058049,LOC-40110,Frozen,LOT-70811881,MAT-86168,Run Solution,2026-09-05,AP03,2026-11-04,12,WH-736,Jordanmouth Logistics Center,Swaziland
CT-8015-GMQ,LPN7791929334,LOC-43570,Frozen,LOT-21570201,MAT-74459,Memory Solution,2026-12-22,EU02,2027-02-20,35,WH-712,Ortizfort Logistics Center,American Samoa
CT-8015-GMQ,LPN5504695578,LOC-22704,Ambient,LOT-21570201,MAT-74459,Memory Solution,2026-12-22,EU02,2027-02-20,3,WH-736,Jordanmouth Logistics Center,Swaziland
CT-8015-GMQ,LPN4983720463,LOC-55603,Cold Chain,LOT-21570201,MAT-74459,Memory Solution,2026-12-22,EU02,2027-02-20,7,WH-737,Tracyberg Logistics Center,Kenya
CT-2004-PSX,LPN6130984511,LOC-26102,Ambient,LOT-32180264,MAT-60599,Traditional Patch,2025-07-01,AP03,2025-08-30,47,WH-545,Port Charlene Logistics Center,Argentina
CT-2004-PSX,LPN5722931104,LOC-57966,Frozen,LOT-32180264,MAT-60599,Traditional Patch,2025-07-01,EU02,2025-08-30,10,WH-699,Smithshire Logistics Center,Austria
CT-9781-BYC,LPN9683259372,LOC-67480,Frozen,LOT-27880910,MAT-98864,Positive Injection,2026-11-19,EU02,2027-01-18,28,WH-694,Irwinmouth Logistics Center,Kiribati
CT-9781-BYC,LPN3799495854,LOC-41198,Ambient,LOT-27880910,MAT-98864,Positive Injection,2026-11-19,LAT04,2027-01-18,41,WH-294,Coreyshire Logistics Center,Saint Kitts and Nevis
CT-6109-EDZ,LPN1739460530,LOC-12297,Frozen,LOT-49441641,MAT-86168,Run Solution,2026-07-19,LAT04,2026-09-17,36,WH-816,Georgeview Logistics Center,United States of America
CT-6109-EDZ,LPN9093278320,LOC-19743,Cold Chain,LOT-49441641,MAT-86168,Run Solution,2026-07-19,LAT04,2026-09-17,50,WH-779,Derekville Logistics Center,Portugal
CT-6109-EDZ,LPN4032691735,LOC-57856,Cold Chain,LOT-49441641,MAT-86168,Run Solution,2026-07-19,US01,2026-09-17,44,WH-331,Margaretville Logistics Center,Belgium
CT-3395-UCM,LPN6312240437,LOC-27470,Frozen,LOT-10817867,MAT-34899,Continue Capsule,2025-11-17,LAT04,2026-01-16,6,WH-643,East Dianeland Logistics Center,Malaysia
CT-3395-UCM,LPN3590381198,LOC-62490,Ambient,LOT-10817867,MAT-34899,Continue Capsule,2025-11-17,EU02,2026-01-16,45,WH-657,South Conniebury Logistics Center,Guadeloupe
CT-9781-BYC,LPN9804331366,LOC-34118,Ambient,LOT-27880910,MAT-98864,Positive Injection,2026-11-19,US01,2027-01-18,36,WH-675,North Cameronchester Logistics Center,Holy See (Vatican City State)
CT-9781-BYC,LPN1526720659,LOC-23831,Cold Chain,LOT-27880910,MAT-98864,Positive Injection,2026-11-19,EU02,2027-01-18,20,WH-331,Margaretville Logistics Center,Belgium
CT-9781-BYC,LPN6836620350,LOC-79740,Ambient,LOT-27880910,MAT-98864,Positive Injection,2026-11-19,AP03,2027-01-18,42,WH-414,Sullivanview Logistics Center,Kazakhstan
CT-9781-BYC,LPN6718461478,LOC-82288,Frozen,LOT-27880910,MAT-98864,Positive Injection,2026-11-19,AP03,2027-01-18,36,WH-735,Carterbury Logistics Center,Finland
CT-1696-SCY,LPN4402105103,LOC-67574,Cold Chain,LOT-46656333,MAT-78401,Expect Tablet,2026-12-03,LAT04,2027-02-01,18,WH-725,Wolfport Logistics Center,Sao Tome and Principe
CT-8872-GKR,LPN1668926354,LOC-19174,Cold Chain,LOT-51166600,MAT-23246,Type Injection,2028-06-14,US01,2028-08-13,4,WH-846,Greenefort Logistics Center,Indonesia
CT-8742-ECD,LPN2772915879,LOC-29370,Frozen,LOT-99482219,MAT-47140,Side Capsule,2027-01-22,LAT04,2027-03-23,15,WH-370,Jonesshire Logistics Center,Tokelau
CT-8742-ECD,LPN4197405026,LOC-68673,Cold Chain,LOT-99482219,MAT-47140,Side Capsule,2027-01-22,AP03,2027-03-23,31,WH-643,East Dianeland Logistics Center,Malaysia
CT-8742-ECD,LPN3549087775,LOC-14807,Frozen,LOT-99482219,MAT-47140,Side Capsule,2027-01-22,LAT04,2027-03-23,43,WH-705,New Thomas Logistics Center,Taiwan
CT-8742-ECD,LPN9406894826,LOC-16641,Cold Chain,LOT-99482219,MAT-47140,Side Capsule,2027-01-22,EU02,2027-03-23,38,WH-657,South Conniebury Logistics Center,Guadeloupe
CT-6109-EDZ,LPN2485437835,LOC-92718,Frozen,LOT-31019227,MAT-86168,Run Solution,2026-06-17,LAT04,2026-08-16,27,WH-294,Coreyshire Logistics Center,Saint Kitts and Nevis
CT-6109-EDZ,LPN2398550808,LOC-63790,Cold Chain,LOT-31019227,MAT-86168,Run Solution,2026-06-17,LAT04,2026-08-16,44,WH-643,East Dianeland Logistics Center,Malaysia
CT-6109-EDZ,LPN6538629601,LOC-65924,Cold Chain,LOT-31019227,MAT-86168,Run Solution,2026-06-17,EU02,2026-08-16,34,WH-405,North Christophertown Logistics Center,Cote d'Ivoire
CT-8015-GMQ,LPN1893165587,LOC-87993,Frozen,LOT-23670572,MAT-91309,Simply Injection,2026-05-20,LAT04,2026-07-19,37,WH-745,Carterton Logistics Center,Zambia
CT-8015-GMQ,LPN8662611676,LOC-93259,Frozen,LOT-23670572,MAT-91309,Simply Injection,2026-05-20,AP03,2026-07-19,38,WH-236,Timstad Logistics Center,Korea
CT-8015-GMQ,LPN4802866119,LOC-30452,Frozen,LOT-23670572,MAT-91309,Simply Injection,2026-05-20,LAT04,2026-07-19,27,WH-864,Jonesville Logistics Center,Mali
CT-3472-PNG,LPN1965053942,LOC-12696,Ambient,LOT-14377768,MAT-45907,Speech Patch,2027-01-10,US01,2027-03-11,39,WH-712,Ortizfort Logistics Center,American Samoa
CT-3472-PNG,LPN1829033562,LOC-70205,Cold Chain,LOT-14377768,MAT-45907,Speech Patch,2027-01-10,AP03,2027-03-11,35,WH-554,Turnerview Logistics Center,Guam
CT-3472-PNG,LPN4293936389,LOC-28668,Frozen,LOT-14377768,MAT-45907,Speech Patch,2027-01-10,LAT04,2027-03-11,2,WH-453,East Katrina Logistics Center,Bahamas
CT-3472-PNG,LPN1916787441,LOC-71254,Ambient,LOT-14377768,MAT-45907,Speech Patch,2027-01-10,AP03,2027-03-11,15,WH-834,East Hollyport Logistics Center,Mongolia
CT-4229-AWU,LPN8674738820,LOC-64518,Frozen,LOT-12068529,MAT-47986,Experience Tablet,2025-11-10,AP03,2026-01-09,27,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-4229-AWU,LPN1371276808,LOC-57120,Cold Chain,LOT-12068529,MAT-47986,Experience Tablet,2025-11-10,AP03,2026-01-09,45,WH-727,South Lance Logistics Center,Bhutan
CT-4229-AWU,LPN6851675073,LOC-24179,Cold Chain,LOT-12068529,MAT-47986,Experience Tablet,2025-11-10,US01,2026-01-09,16,WH-453,East Katrina Logistics Center,Bahamas
CT-1816-RCG,LPN5582519861,LOC-33244,Cold Chain,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,AP03,2026-12-16,4,WH-725,Wolfport Logistics Center,Sao Tome and Principe
CT-1816-RCG,LPN6330822736,LOC-74543,Cold Chain,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,AP03,2026-12-16,35,WH-921,Lake Jonathan Logistics Center,Togo
CT-1816-RCG,LPN1664380823,LOC-85124,Ambient,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,LAT04,2026-12-16,16,WH-499,Russellhaven Logistics Center,Lesotho
CT-1816-RCG,LPN2247846030,LOC-68971,Ambient,LOT-60968631,MAT-37872,Effort Capsule,2026-10-17,EU02,2026-12-16,19,WH-453,East Katrina Logistics Center,Bahamas
CT-3228-ZKT,LPN2423301893,LOC-52114,Frozen,LOT-73483649,MAT-58266,Tree Injection,2026-06-15,LAT04,2026-08-14,41,WH-856,New Amymouth Logistics Center,Qatar
CT-3228-ZKT,LPN5688174886,LOC-98757,Frozen,LOT-73483649,MAT-58266,Tree Injection,2026-06-15,LAT04,2026-08-14,3,WH-816,Georgeview Logistics Center,United States of America
CT-3228-ZKT,LPN3723428896,LOC-32209,Cold Chain,LOT-73483649,MAT-58266,Tree Injection,2026-06-15,EU02,2026-08-14,2,WH-779,Derekville Logistics Center,Portugal
CT-3636-AVP,LPN3378465996,LOC-54713,Cold Chain,LOT-47865891,MAT-46171,Though Solution,2028-02-08,AP03,2028-04-08,49,WH-499,Russellhaven Logistics Center,Lesotho
CT-3636-AVP,LPN5441337003,LOC-22468,Ambient,LOT-47865891,MAT-46171,Though Solution,2028-02-08,EU02,2028-04-08,34,WH-816,Georgeview Logistics Center,United States of America
CT-3636-AVP,LPN2803065606,LOC-68429,Ambient,LOT-47865891,MAT-46171,Though Solution,2028-02-08,US01,2028-04-08,22,WH-856,New Amymouth Logistics Center,Qatar
CT-1696-SCY,LPN7481783424,LOC-44451,Ambient,LOT-65372587,MAT-14115,Property Tablet,2025-02-09,US01,2025-04-10,30,WH-554,Turnerview Logistics Center,Guam
CT-9781-BYC,LPN2499981032,LOC-19844,Cold Chain,LOT-91403277,MAT-31615,Trouble Capsule,2025-11-01,US01,2025-12-31,49,WH-694,Irwinmouth Logistics Center,Kiribati
CT-7487-KNX,LPN6061266447,LOC-69634,Frozen,LOT-31152831,MAT-59372,Issue Patch,2025-09-07,LAT04,2025-11-06,28,WH-370,Jonesshire Logistics Center,Tokelau
CT-3230-HFO,LPN1291539774,LOC-66473,Ambient,LOT-46366370,MAT-68176,Treat Tablet,2025-11-01,AP03,2025-12-31,26,WH-545,Port Charlene Logistics Center,Argentina
CT-3230-HFO,LPN8966481118,LOC-23987,Cold Chain,LOT-46366370,MAT-68176,Treat Tablet,2025-11-01,AP03,2025-12-31,36,WH-245,Whitneybury Logistics Center,Palau
CT-7047-GQC,LPN1614516669,LOC-78670,Ambient,LOT-73100049,MAT-58634,Impact Patch,2026-06-22,EU02,2026-08-21,39,WH-453,East Katrina Logistics Center,Bahamas
CT-7047-GQC,LPN8787038630,LOC-63034,Frozen,LOT-73100049,MAT-58634,Impact Patch,2026-06-22,AP03,2026-08-21,46,WH-736,Jordanmouth Logistics Center,Swaziland
CT-7047-GQC,LPN7925394667,LOC-21245,Cold Chain,LOT-73100049,MAT-58634,Impact Patch,2026-06-22,EU02,2026-08-21,26,WH-405,North Christophertown Logistics Center,Cote d'Ivoire
CT-7047-GQC,LPN3194861637,LOC-84089,Ambient,LOT-73100049,MAT-58634,Impact Patch,2026-06-22,AP03,2026-08-21,21,WH-414,Sullivanview Logistics Center,Kazakhstan
CT-3472-PNG,LPN8130355180,LOC-54947,Cold Chain,LOT-36766763,MAT-22152,Culture Solution,2026-01-11,AP03,2026-03-12,27,WH-675,North Cameronchester Logistics Center,Holy See (Vatican City State)
CT-3472-PNG,LPN9921759057,LOC-40378,Ambient,LOT-36766763,MAT-22152,Culture Solution,2026-01-11,LAT04,2026-03-12,24,WH-643,East Dianeland Logistics Center,Malaysia
CT-3472-PNG,LPN2366495652,LOC-50510,Cold Chain,LOT-36766763,MAT-22152,Culture Solution,2026-01-11,EU02,2026-03-12,16,WH-864,Port Tiffany Logistics Center,Albania
CT-9831-IEW,LPN4950506631,LOC-90121,Cold Chain,LOT-70273170,MAT-49651,High Injection,2025-03-21,EU02,2025-05-20,3,WH-483,Lake Taratown Logistics Center,British Virgin Islands
CT-9831-IEW,LPN2516135079,LOC-88289,Frozen,LOT-70273170,MAT-49651,High Injection,2025-03-21,LAT04,2025-05-20,2,WH-727,South Lance Logistics Center,Bhutan
