trial_alias,order_num,operation_num,operation_description,plant_id,actual_end_date,planned_end_date,days_off,flag_delete
CT-6109-EDZ,88D93C9A-BB6,002,Assembly,AP03,2025-07-25,2025-07-20,-4,No
CT-6109-EDZ,88D93C9A-BB6,003,Release,AP03,2025-07-25,2025-07-23,3,No
CT-8015-GMQ,81962565-3BA,001,Preparation,LAT04,2025-07-24,2025-07-24,3,Yes
CT-8015-GMQ,81962565-3BA,002,Assembly,LAT04,2025-08-01,2025-08-02,0,No
CT-8015-GMQ,81962565-3BA,003,Release,LAT04,2025-07-31,2025-07-31,-3,Yes
CT-3472-PNG,84171620-97D,001,Preparation,LAT04,2025-02-02,2025-01-25,4,Yes
CT-3472-PNG,84171620-97D,002,Assembly,LAT04,2025-02-02,2025-01-26,-2,Yes
CT-3472-PNG,84171620-97D,003,Release,LAT04,2025-01-30,2025-01-26,4,No
CT-4229-AWU,276063F6-554,001,Preparation,AP03,2025-04-03,2025-04-08,-2,No
CT-4229-AWU,276063F6-554,002,Assembly,AP03,2025-04-01,2025-04-02,0,Yes
CT-4229-AWU,276063F6-554,003,Release,AP03,2025-03-31,2025-04-07,-4,No
CT-1816-RCG,4D00FA38-F44,001,Preparation,AP03,2025-01-19,2025-01-16,-4,No
CT-1816-RCG,4D00FA38-F44,002,Assembly,AP03,2025-01-18,2025-01-20,4,No
CT-1816-RCG,4D00FA38-F44,003,Release,AP03,2025-01-15,2025-01-09,-2,No
CT-3228-ZKT,B9D604CE-B27,001,Preparation,EU02,2024-12-23,2024-12-18,-2,No
CT-3228-ZKT,B9D604CE-B27,002,Assembly,EU02,2024-12-25,2024-12-26,4,Yes
CT-3228-ZKT,B9D604CE-B27,003,Release,EU02,2024-12-28,2024-12-23,0,Yes
CT-3636-AVP,88381E6F-DB8,001,Preparation,AP03,2024-12-25,2024-12-23,-1,Yes
CT-3636-AVP,88381E6F-DB8,002,Assembly,AP03,2024-12-25,2024-12-20,4,Yes
CT-3636-AVP,88381E6F-DB8,003,Release,AP03,2024-12-25,2024-12-20,4,No
CT-1696-SCY,F82FA87C-017,001,Preparation,EU02,2025-10-15,2025-10-12,1,No
CT-1696-SCY,F82FA87C-017,002,Assembly,EU02,2025-10-12,2025-10-16,-2,Yes
CT-1696-SCY,F82FA87C-017,003,Release,EU02,2025-10-13,2025-10-18,0,No
CT-9781-BYC,0B269C0B-68B,001,Preparation,EU02,2024-12-08,2024-11-29,2,No
CT-9781-BYC,0B269C0B-68B,002,Assembly,EU02,2024-12-10,2024-11-28,-5,Yes
CT-9781-BYC,0B269C0B-68B,003,Release,EU02,2024-12-06,2024-11-29,-5,Yes
CT-7487-KNX,53E512B4-F07,001,Preparation,US01,2025-03-02,2025-02-19,5,Yes
CT-7487-KNX,53E512B4-F07,002,Assembly,US01,2025-02-23,2025-03-01,-1,No
CT-7487-KNX,53E512B4-F07,003,Release,US01,2025-03-02,2025-02-27,1,Yes
CT-3230-HFO,21ED0BE4-ED0,001,Preparation,EU02,2025-07-02,2025-06-30,-5,No
CT-3230-HFO,21ED0BE4-ED0,002,Assembly,EU02,2025-06-23,2025-06-28,0,Yes
CT-3230-HFO,21ED0BE4-ED0,003,Release,EU02,2025-06-28,2025-06-30,-5,Yes
CT-7047-GQC,C9553C30-3C9,001,Preparation,EU02,2025-07-30,2025-08-02,-2,Yes
CT-7047-GQC,C9553C30-3C9,002,Assembly,EU02,2025-08-07,2025-07-30,5,Yes
CT-7047-GQC,C9553C30-3C9,003,Release,EU02,2025-08-04,2025-07-30,-5,No
CT-3472-PNG,C93ED8AD-5FB,001,Preparation,US01,2025-01-30,2025-01-24,1,Yes
CT-3472-PNG,C93ED8AD-5FB,002,Assembly,US01,2025-01-28,2025-01-21,-5,No
CT-3472-PNG,C93ED8AD-5FB,003,Release,US01,2025-01-30,2025-01-22,0,Yes
CT-9831-IEW,56F016D1-42A,001,Preparation,AP03,2025-05-14,2025-05-17,4,Yes
CT-9831-IEW,56F016D1-42A,002,Assembly,AP03,2025-05-20,2025-05-21,1,Yes
CT-9831-IEW,56F016D1-42A,003,Release,AP03,2025-05-15,2025-05-14,2,Yes
CT-3395-UCM,DC6732A6-B32,001,Preparation,LAT04,2025-04-21,2025-04-17,2,Yes
CT-3395-UCM,DC6732A6-B32,002,Assembly,LAT04,2025-04-28,2025-04-25,5,Yes
CT-3395-UCM,DC6732A6-B32,003,Release,LAT04,2025-04-20,2025-04-20,-2,Yes
CT-1816-RCG,1C290466-294,001,Preparation,EU02,2025-06-28,2025-06-22,4,Yes
CT-1816-RCG,1C290466-294,002,Assembly,EU02,2025-06-29,2025-07-02,4,No
CT-1816-RCG,1C290466-294,003,Release,EU02,2025-07-01,2025-06-21,-4,Yes
CT-1816-RCG,302EBFD8-75D,001,Preparation,AP03,2025-08-13,2025-07-31,5,Yes
CT-1816-RCG,302EBFD8-75D,002,Assembly,AP03,2025-08-13,2025-08-06,2,Yes
CT-1816-RCG,302EBFD8-75D,003,Release,AP03,2025-08-08,2025-08-06,-5,No
CT-7484-BIH,137379DF-53E,001,Preparation,LAT04,2024-12-15,2024-12-17,1,Yes
CT-7484-BIH,137379DF-53E,002,Assembly,LAT04,2024-12-14,2024-12-11,-4,Yes
CT-7484-BIH,137379DF-53E,003,Release,LAT04,2024-12-22,2024-12-10,-5,No
CT-1696-SCY,E70B0CD9-41B,001,Preparation,US01,2025-07-06,2025-06-28,-1,No
CT-1696-SCY,E70B0CD9-41B,002,Assembly,US01,2025-07-14,2025-06-28,5,No
CT-1696-SCY,E70B0CD9-41B,003,Release,US01,2025-07-08,2025-07-02,-2,No
CT-7484-BIH,C3C4CA8C-DA3,001,Preparation,LAT04,2025-06-09,2025-06-07,-3,Yes
CT-7484-BIH,C3C4CA8C-DA3,002,Assembly,LAT04,2025-06-10,2025-06-11,5,Yes
CT-7484-BIH,C3C4CA8C-DA3,003,Release,LAT04,2025-06-08,2025-06-08,4,Yes
CT-9771-CZL,7D85A9BB-51A,001,Preparation,LAT04,2025-04-09,2025-04-10,-1,Yes
CT-9771-CZL,7D85A9BB-51A,002,Assembly,LAT04,2025-04-10,2025-04-17,4,No
CT-9771-CZL,7D85A9BB-51A,003,Release,LAT04,2025-04-14,2025-04-11,4,Yes
CT-8015-GMQ,9F746DC7-45B,001,Preparation,US01,2025-02-17,2025-02-13,0,No
CT-8015-GMQ,9F746DC7-45B,002,Assembly,US01,2025-02-16,2025-02-05,4,Yes
CT-8015-GMQ,9F746DC7-45B,003,Release,US01,2025-02-20,2025-02-15,2,Yes
CT-5014-EEP,F07DEB5E-390,001,Preparation,LAT04,2025-02-27,2025-02-21,-3,No
CT-5014-EEP,F07DEB5E-390,002,Assembly,LAT04,2025-03-01,2025-02-20,3,Yes
CT-5014-EEP,F07DEB5E-390,003,Release,LAT04,2025-03-02,2025-02-23,0,No
CT-1696-SCY,DA07F536-CAB,001,Preparation,EU02,2025-08-19,2025-08-23,-3,Yes
CT-1696-SCY,DA07F536-CAB,002,Assembly,EU02,2025-08-19,2025-08-11,2,Yes
CT-1696-SCY,DA07F536-CAB,003,Release,EU02,2025-08-25,2025-08-21,-5,No
CT-3230-HFO,2F2C7D94-2CE,001,Preparation,EU02,2025-10-14,2025-10-10,1,No
CT-3230-HFO,2F2C7D94-2CE,002,Assembly,EU02,2025-10-17,2025-10-21,-5,No
CT-3230-HFO,2F2C7D94-2CE,003,Release,EU02,2025-10-18,2025-10-17,0,Yes
CT-2004-PSX,46866D25-F7F,001,Preparation,EU02,2025-05-18,2025-05-20,4,Yes
CT-2004-PSX,46866D25-F7F,002,Assembly,EU02,2025-05-20,2025-05-25,0,Yes
CT-2004-PSX,46866D25-F7F,003,Release,EU02,2025-05-20,2025-05-18,-4,No
CT-5014-EEP,657B8A24-549,001,Preparation,LAT04,2025-06-09,2025-06-04,-4,No
CT-5014-EEP,657B8A24-549,002,Assembly,LAT04,2025-06-09,2025-06-06,1,Yes
CT-5014-EEP,657B8A24-549,003,Release,LAT04,2025-06-08,2025-06-03,-2,No
CT-8970-PLO,721F5CBB-8FF,001,Preparation,EU02,2025-04-04,2025-03-30,-2,No
CT-8970-PLO,721F5CBB-8FF,002,Assembly,EU02,2025-03-30,2025-04-09,-3,Yes
CT-8970-PLO,721F5CBB-8FF,003,Release,EU02,2025-03-31,2025-04-02,2,Yes
CT-4229-AWU,3C28F46E-D2C,001,Preparation,US01,2025-07-18,2025-07-08,-3,No
CT-4229-AWU,3C28F46E-D2C,002,Assembly,US01,2025-07-13,2025-07-02,4,No
CT-4229-AWU,3C28F46E-D2C,003,Release,US01,2025-07-11,2025-07-12,-2,No
CT-5014-EEP,B4AACE38-46A,001,Preparation,LAT04,2025-03-11,2025-02-28,-2,No
CT-5014-EEP,B4AACE38-46A,002,Assembly,LAT04,2025-03-06,2025-02-26,0,Yes
CT-5014-EEP,B4AACE38-46A,003,Release,LAT04,2025-03-06,2025-03-02,-2,No
CT-7487-KNX,40399FB4-B0C,001,Preparation,EU02,2025-02-11,2025-02-12,-1,Yes
CT-7487-KNX,40399FB4-B0C,002,Assembly,EU02,2025-02-09,2025-02-06,-5,No
CT-7487-KNX,40399FB4-B0C,003,Release,EU02,2025-02-05,2025-02-07,-3,Yes
CT-3228-ZKT,7B08EEA7-A6C,001,Preparation,AP03,2025-04-08,2025-03-31,1,No
CT-3228-ZKT,7B08EEA7-A6C,002,Assembly,AP03,2025-04-09,2025-04-12,4,No
CT-3228-ZKT,7B08EEA7-A6C,003,Release,AP03,2025-04-02,2025-04-01,2,No
CT-8742-ECD,7697D79B-3FA,001,Preparation,EU02,2025-02-09,2025-01-23,-1,No
CT-8742-ECD,7697D79B-3FA,002,Assembly,EU02,2025-02-07,2025-01-23,0,Yes
CT-8742-ECD,7697D79B-3FA,003,Release,EU02,2025-02-04,2025-01-27,-2,No
CT-9771-CZL,30986C0B-785,001,Preparation,LAT04,2025-01-20,2025-01-11,-5,No
CT-9771-CZL,30986C0B-785,002,Assembly,LAT04,2025-01-20,2025-01-13,-1,Yes
CT-9771-CZL,30986C0B-785,003,Release,LAT04,2025-01-13,2025-01-14,4,No
CT-4229-AWU,E09D9D69-D6E,001,Preparation,EU02,2025-08-20,2025-08-10,4,No
CT-4229-AWU,E09D9D69-D6E,002,Assembly,EU02,2025-08-21,2025-08-15,-2,Yes
CT-4229-AWU,E09D9D69-D6E,003,Release,EU02,2025-08-22,2025-08-07,-5,No
CT-8742-ECD,272CA541-8B2,001,Preparation,EU02,2025-10-24,2025-10-29,-1,No
CT-8742-ECD,272CA541-8B2,002,Assembly,EU02,2025-10-30,2025-10-21,-2,No
CT-8742-ECD,272CA541-8B2,003,Release,EU02,2025-10-24,2025-10-18,-3,Yes
CT-1816-RCG,0DB649CA-F40,001,Preparation,EU02,2025-08-13,2025-08-07,0,No
CT-1816-RCG,0DB649CA-F40,002,Assembly,EU02,2025-08-15,2025-08-11,-2,Yes
CT-1816-RCG,0DB649CA-F40,003,Release,EU02,2025-08-21,2025-08-14,-5,Yes
CT-1816-RCG,E7347777-52D,001,Preparation,AP03,2025-07-07,2025-06-27,0,No
CT-1816-RCG,E7347777-52D,002,Assembly,AP03,2025-07-06,2025-07-02,-4,No
CT-1816-RCG,E7347777-52D,003,Release,AP03,2025-07-07,2025-07-03,-2,Yes
CT-8742-ECD,3FF3E6F8-274,001,Preparation,LAT04,2025-01-06,2025-01-05,5,No
CT-8742-ECD,3FF3E6F8-274,002,Assembly,LAT04,2025-01-04,2024-12-31,1,Yes
CT-8742-ECD,3FF3E6F8-274,003,Release,LAT04,2025-01-04,2025-01-03,2,Yes
CT-1816-RCG,DC052809-D93,001,Preparation,AP03,2025-01-10,2025-01-03,4,Yes
CT-1816-RCG,DC052809-D93,002,Assembly,AP03,2025-01-11,2025-01-04,1,No
CT-1816-RCG,DC052809-D93,003,Release,AP03,2025-01-12,2025-01-13,3,Yes
CT-1816-RCG,26C6F3AA-518,001,Preparation,AP03,2024-12-09,2024-12-09,-4,No
CT-1816-RCG,26C6F3AA-518,002,Assembly,AP03,2024-12-07,2024-12-05,0,No
CT-1816-RCG,26C6F3AA-518,003,Release,AP03,2024-12-08,2024-12-03,0,Yes
CT-5806-JWO,BEBE3F6F-617,001,Preparation,AP03,2025-11-08,2025-11-02,1,No
CT-5806-JWO,BEBE3F6F-617,002,Assembly,AP03,2025-11-07,2025-10-26,3,Yes
CT-5806-JWO,BEBE3F6F-617,003,Release,AP03,2025-11-06,2025-11-08,-2,No
CT-6592-IDY,72B8F29D-C0E,001,Preparation,LAT04,2025-01-26,2025-01-24,-2,No
CT-6592-IDY,72B8F29D-C0E,002,Assembly,LAT04,2025-01-20,2025-01-14,0,No
CT-6592-IDY,72B8F29D-C0E,003,Release,LAT04,2025-01-20,2025-01-26,-1,Yes
CT-3395-UCM,4C575DF3-DBF,001,Preparation,LAT04,2025-10-11,2025-10-01,-1,Yes
CT-3395-UCM,4C575DF3-DBF,002,Assembly,LAT04,2025-10-17,2025-10-14,5,Yes
CT-3395-UCM,4C575DF3-DBF,003,Release,LAT04,2025-10-15,2025-10-03,-5,No
CT-9781-BYC,362FCDC7-090,001,Preparation,AP03,2025-10-20,2025-10-14,-3,Yes
CT-9781-BYC,362FCDC7-090,002,Assembly,AP03,2025-10-22,2025-10-20,0,Yes
CT-9781-BYC,362FCDC7-090,003,Release,AP03,2025-10-19,2025-10-18,-2,No
CT-6109-EDZ,D822806C-DEC,001,Preparation,AP03,2025-06-25,2025-06-16,-5,No
CT-6109-EDZ,D822806C-DEC,002,Assembly,AP03,2025-06-21,2025-06-24,-2,No
CT-6109-EDZ,D822806C-DEC,003,Release,AP03,2025-06-27,2025-06-19,0,Yes
CT-1816-RCG,87528E6A-790,001,Preparation,EU02,2025-08-03,2025-07-29,2,Yes
CT-1816-RCG,87528E6A-790,002,Assembly,EU02,2025-08-03,2025-07-24,-3,Yes
CT-1816-RCG,87528E6A-790,003,Release,EU02,2025-08-08,2025-08-02,-4,No
CT-9831-IEW,FF0D6EB9-415,001,Preparation,US01,2025-02-01,2025-01-29,0,No
CT-9831-IEW,FF0D6EB9-415,002,Assembly,US01,2025-01-29,2025-01-24,-3,Yes
CT-9831-IEW,FF0D6EB9-415,003,Release,US01,2025-02-05,2025-01-24,-1,No
CT-9831-IEW,CA6F43AD-A7B,001,Preparation,AP03,2025-06-13,2025-06-14,-1,No
CT-9831-IEW,CA6F43AD-A7B,002,Assembly,AP03,2025-06-12,2025-06-15,5,No
CT-9831-IEW,CA6F43AD-A7B,003,Release,AP03,2025-06-15,2025-06-10,3,No
CT-3230-HFO,215887CE-296,001,Preparation,AP03,2025-01-01,2024-12-24,0,Yes
CT-3230-HFO,215887CE-296,002,Assembly,AP03,2024-12-28,2024-12-17,3,Yes
CT-3230-HFO,215887CE-296,003,Release,AP03,2024-12-27,2024-12-31,0,No
CT-8872-GKR,6578EBA2-254,001,Preparation,US01,2025-08-24,2025-08-21,-2,Yes
CT-8872-GKR,6578EBA2-254,002,Assembly,US01,2025-08-24,2025-08-17,5,Yes
CT-8872-GKR,6578EBA2-254,003,Release,US01,2025-08-23,2025-08-15,-4,No
CT-9831-IEW,C8E46777-965,001,Preparation,LAT04,2025-02-26,2025-02-25,2,Yes
CT-9831-IEW,C8E46777-965,002,Assembly,LAT04,2025-02-20,2025-02-24,-3,Yes
CT-9831-IEW,C8E46777-965,003,Release,LAT04,2025-02-26,2025-02-23,2,Yes
CT-8742-ECD,FDCEFEF5-08F,001,Preparation,LAT04,2025-07-04,2025-06-19,5,Yes
CT-8742-ECD,FDCEFEF5-08F,002,Assembly,LAT04,2025-07-03,2025-06-27,-3,No
CT-8742-ECD,FDCEFEF5-08F,003,Release,LAT04,2025-06-30,2025-06-21,2,Yes
CT-4229-AWU,84B7FABF-DFC,001,Preparation,AP03,2025-10-14,2025-10-13,0,Yes
CT-4229-AWU,84B7FABF-DFC,002,Assembly,AP03,2025-10-10,2025-10-09,1,No
CT-4229-AWU,84B7FABF-DFC,003,Release,AP03,2025-10-11,2025-10-13,0,No
CT-5806-JWO,E2E08976-B06,001,Preparation,US01,2025-04-27,2025-04-30,0,Yes
CT-5806-JWO,E2E08976-B06,002,Assembly,US01,2025-04-22,2025-04-24,0,Yes
CT-5806-JWO,E2E08976-B06,003,Release,US01,2025-04-30,2025-04-19,-3,Yes
CT-8742-ECD,B346DE58-18B,001,Preparation,EU02,2025-05-06,2025-04-22,-1,Yes
CT-8742-ECD,B346DE58-18B,002,Assembly,EU02,2025-05-07,2025-04-29,0,Yes
CT-8742-ECD,B346DE58-18B,003,Release,EU02,2025-04-30,2025-05-01,-4,No
CT-2004-PSX,24B63DC5-4E0,001,Preparation,EU02,2025-04-19,2025-04-17,3,Yes
CT-2004-PSX,24B63DC5-4E0,002,Assembly,EU02,2025-04-17,2025-04-20,2,Yes
CT-2004-PSX,24B63DC5-4E0,003,Release,EU02,2025-04-25,2025-04-25,-2,No
CT-3472-PNG,A3929C23-5C7,001,Preparation,US01,2025-10-04,2025-10-09,-5,Yes
CT-3472-PNG,A3929C23-5C7,002,Assembly,US01,2025-10-08,2025-09-29,3,No
CT-3472-PNG,A3929C23-5C7,003,Release,US01,2025-10-02,2025-09-29,3,No
CT-8970-PLO,57C036FF-7C4,001,Preparation,US01,2025-08-08,2025-07-28,-2,Yes
CT-8970-PLO,57C036FF-7C4,002,Assembly,US01,2025-08-11,2025-07-31,-3,Yes
CT-8970-PLO,57C036FF-7C4,003,Release,US01,2025-08-11,2025-08-08,3,Yes
CT-9831-IEW,C8CA32C6-E9E,001,Preparation,LAT04,2025-11-03,2025-11-03,-5,Yes
CT-9831-IEW,C8CA32C6-E9E,002,Assembly,LAT04,2025-10-30,2025-11-01,3,No
CT-9831-IEW,C8CA32C6-E9E,003,Release,LAT04,2025-11-05,2025-10-29,0,No
CT-3228-ZKT,ACC4DB4C-3ED,001,Preparation,AP03,2025-09-21,2025-09-22,-1,Yes
CT-3228-ZKT,ACC4DB4C-3ED,002,Assembly,AP03,2025-09-20,2025-09-11,3,Yes
CT-3228-ZKT,ACC4DB4C-3ED,003,Release,AP03,2025-09-22,2025-09-19,-2,No
CT-8015-GMQ,577BCE94-FDC,001,Preparation,LAT04,2025-03-27,2025-03-29,1,Yes
CT-8015-GMQ,577BCE94-FDC,002,Assembly,LAT04,2025-03-27,2025-04-04,5,No
CT-8015-GMQ,577BCE94-FDC,003,Release,LAT04,2025-04-01,2025-03-27,1,Yes
CT-3230-HFO,72E2F609-A3F,001,Preparation,US01,2025-01-08,2025-01-03,0,No
CT-3230-HFO,72E2F609-A3F,002,Assembly,US01,2025-01-09,2025-01-03,2,Yes
CT-3230-HFO,72E2F609-A3F,003,Release,US01,2025-01-15,2025-01-04,-3,Yes
CT-3395-UCM,5B67D985-194,001,Preparation,LAT04,2025-01-30,2025-01-21,3,Yes
CT-3395-UCM,5B67D985-194,002,Assembly,LAT04,2025-01-27,2025-01-30,-5,No
CT-3395-UCM,5B67D985-194,003,Release,LAT04,2025-01-22,2025-01-26,1,No
CT-5014-EEP,A1F0CF54-5A3,001,Preparation,LAT04,2025-02-16,2025-02-06,1,Yes
CT-5014-EEP,A1F0CF54-5A3,002,Assembly,LAT04,2025-02-12,2025-02-07,-3,No
CT-5014-EEP,A1F0CF54-5A3,003,Release,LAT04,2025-02-16,2025-02-14,5,Yes
CT-5806-JWO,150CE384-BD4,001,Preparation,US01,2025-07-08,2025-07-06,-2,No
CT-5806-JWO,150CE384-BD4,002,Assembly,US01,2025-07-12,2025-07-02,-5,Yes
CT-5806-JWO,150CE384-BD4,003,Release,US01,2025-07-08,2025-07-08,-1,Yes
CT-1696-SCY,1E2662CC-B8F,001,Preparation,US01,2025-09-08,2025-08-30,0,Yes
CT-1696-SCY,1E2662CC-B8F,002,Assembly,US01,2025-09-10,2025-08-31,2,No
CT-1696-SCY,1E2662CC-B8F,003,Release,US01,2025-09-10,2025-08-30,-5,Yes
CT-7487-KNX,10DC3E02-6DA,001,Preparation,EU02,2024-12-20,2024-12-21,-2,Yes
CT-7487-KNX,10DC3E02-6DA,002,Assembly,EU02,2024-12-15,2024-12-21,-1,Yes
CT-7487-KNX,10DC3E02-6DA,003,Release,EU02,2024-12-17,2024-12-17,-1,Yes
CT-1696-SCY,29A6CFAF-AF6,001,Preparation,US01,2025-06-14,2025-06-04,-5,No
CT-1696-SCY,29A6CFAF-AF6,002,Assembly,US01,2025-06-17,2025-06-05,5,Yes
CT-1696-SCY,29A6CFAF-AF6,003,Release,US01,2025-06-15,2025-06-14,-1,No
CT-8970-PLO,04FD0749-0E8,001,Preparation,EU02,2025-01-31,2025-01-31,3,No
CT-8970-PLO,04FD0749-0E8,002,Assembly,EU02,2025-01-31,2025-01-18,-1,No
CT-8970-PLO,04FD0749-0E8,003,Release,EU02,2025-01-25,2025-01-21,0,Yes
CT-8970-PLO,18BE1300-48F,001,Preparation,US01,2025-02-24,2025-02-24,2,No
CT-8970-PLO,18BE1300-48F,002,Assembly,US01,2025-02-24,2025-02-21,-5,No
CT-8970-PLO,18BE1300-48F,003,Release,US01,2025-03-05,2025-03-03,2,Yes
CT-6551-IBW,2A431C19-BD6,001,Preparation,US01,2025-01-14,2025-01-13,5,No
CT-6551-IBW,2A431C19-BD6,002,Assembly,US01,2025-01-11,2025-01-13,4,Yes
CT-6551-IBW,2A431C19-BD6,003,Release,US01,2025-01-14,2025-01-15,3,No
CT-6109-EDZ,B91ED3F0-13C,001,Preparation,AP03,2024-12-09,2024-12-03,-4,No
CT-6109-EDZ,B91ED3F0-13C,002,Assembly,AP03,2024-12-09,2024-11-25,0,No
CT-6109-EDZ,B91ED3F0-13C,003,Release,AP03,2024-12-07,2024-12-04,-4,Yes
CT-1816-RCG,E9DC4109-30B,001,Preparation,AP03,2025-03-31,2025-03-29,-1,Yes
CT-1816-RCG,E9DC4109-30B,002,Assembly,AP03,2025-04-02,2025-03-23,-1,Yes
CT-1816-RCG,E9DC4109-30B,003,Release,AP03,2025-03-29,2025-03-25,-1,No
CT-7487-KNX,654F1F56-570,001,Preparation,EU02,2025-05-31,2025-05-30,4,No
CT-7487-KNX,654F1F56-570,002,Assembly,EU02,2025-06-08,2025-06-01,-4,No
CT-7487-KNX,654F1F56-570,003,Release,EU02,2025-05-30,2025-05-29,-3,Yes
CT-9781-BYC,ADA890D8-F3F,001,Preparation,AP03,2025-08-19,2025-08-11,-1,Yes
CT-9781-BYC,ADA890D8-F3F,002,Assembly,AP03,2025-08-26,2025-08-07,3,Yes
CT-9781-BYC,ADA890D8-F3F,003,Release,AP03,2025-08-25,2025-08-09,-5,No
CT-8970-PLO,ECE5617D-411,001,Preparation,EU02,2025-01-28,2025-01-19,0,Yes
CT-8970-PLO,ECE5617D-411,002,Assembly,EU02,2025-01-26,2025-01-17,3,Yes
CT-8970-PLO,ECE5617D-411,003,Release,EU02,2025-01-27,2025-01-20,-4,Yes
CT-7484-BIH,044D2FC6-0A1,001,Preparation,LAT04,2025-10-22,2025-10-24,0,Yes
CT-7484-BIH,044D2FC6-0A1,002,Assembly,LAT04,2025-10-27,2025-10-21,2,No
CT-7484-BIH,044D2FC6-0A1,003,Release,LAT04,2025-10-22,2025-10-25,5,Yes
CT-3472-PNG,954B5F54-FC0,001,Preparation,US01,2025-01-10,2025-01-04,3,Yes
CT-3472-PNG,954B5F54-FC0,002,Assembly,US01,2025-01-09,2025-01-02,2,Yes
CT-3472-PNG,954B5F54-FC0,003,Release,US01,2025-01-12,2025-01-13,-5,No
CT-5806-JWO,41D466A6-21E,001,Preparation,AP03,2025-11-20,2025-11-06,-2,Yes
CT-5806-JWO,41D466A6-21E,002,Assembly,AP03,2025-11-15,2025-11-14,-2,Yes
CT-5806-JWO,41D466A6-21E,003,Release,AP03,2025-11-21,2025-11-16,1,No
CT-6592-IDY,7C1A47DE-DD1,001,Preparation,LAT04,2025-02-06,2025-01-29,1,Yes
CT-6592-IDY,7C1A47DE-DD1,002,Assembly,LAT04,2025-02-03,2025-02-10,4,Yes
CT-6592-IDY,7C1A47DE-DD1,003,Release,LAT04,2025-02-06,2025-02-03,0,No
CT-8015-GMQ,694E96DC-2A6,001,Preparation,US01,2025-06-14,2025-06-07,-2,No
CT-8015-GMQ,694E96DC-2A6,002,Assembly,US01,2025-06-14,2025-05-29,1,Yes
CT-8015-GMQ,694E96DC-2A6,003,Release,US01,2025-06-07,2025-06-11,-3,Yes
CT-9781-BYC,41760EC3-898,001,Preparation,AP03,2025-02-01,2025-01-19,5,No
CT-9781-BYC,41760EC3-898,002,Assembly,AP03,2025-02-01,2025-01-26,-2,No
CT-9781-BYC,41760EC3-898,003,Release,AP03,2025-02-04,2025-01-24,-1,Yes
CT-8970-PLO,CCFEC4B3-889,001,Preparation,AP03,2025-10-23,2025-10-18,-5,Yes
CT-8970-PLO,CCFEC4B3-889,002,Assembly,AP03,2025-10-29,2025-10-24,-3,Yes
CT-8970-PLO,CCFEC4B3-889,003,Release,AP03,2025-10-29,2025-10-17,-5,No
CT-7487-KNX,603EDC76-89F,001,Preparation,EU02,2025-08-25,2025-08-20,2,Yes
CT-7487-KNX,603EDC76-89F,002,Assembly,EU02,2025-08-24,2025-08-16,-4,Yes
CT-7487-KNX,603EDC76-89F,003,Release,EU02,2025-08-31,2025-08-22,-3,No
CT-1816-RCG,535A2ABA-732,001,Preparation,AP03,2025-05-07,2025-05-03,-4,Yes
CT-1816-RCG,535A2ABA-732,002,Assembly,AP03,2025-05-08,2025-05-07,-3,Yes
CT-1816-RCG,535A2ABA-732,003,Release,AP03,2025-05-08,2025-05-04,-2,Yes
CT-8015-GMQ,060D2D29-5FD,001,Preparation,US01,2025-11-14,2025-11-13,3,No
CT-8015-GMQ,060D2D29-5FD,002,Assembly,US01,2025-11-14,2025-11-09,-4,No
CT-8015-GMQ,060D2D29-5FD,003,Release,US01,2025-11-16,2025-11-10,-4,Yes
CT-3472-PNG,29C1FE4B-0BF,001,Preparation,LAT04,2025-03-16,2025-03-26,2,No
CT-3472-PNG,29C1FE4B-0BF,002,Assembly,LAT04,2025-03-18,2025-03-13,0,No
CT-3472-PNG,29C1FE4B-0BF,003,Release,LAT04,2025-03-17,2025-03-23,1,No
CT-3395-UCM,CD20E168-B67,001,Preparation,LAT04,2025-10-03,2025-10-01,2,No
CT-3395-UCM,CD20E168-B67,002,Assembly,LAT04,2025-10-08,2025-09-23,0,Yes
CT-3395-UCM,CD20E168-B67,003,Release,LAT04,2025-09-30,2025-09-27,0,Yes
CT-3636-AVP,F810F57F-82C,001,Preparation,AP03,2025-02-20,2025-02-20,-5,No
CT-3636-AVP,F810F57F-82C,002,Assembly,AP03,2025-02-22,2025-02-18,-3,Yes
CT-3636-AVP,F810F57F-82C,003,Release,AP03,2025-02-20,2025-02-20,-3,Yes
CT-8015-GMQ,F58F8FB7-75D,001,Preparation,US01,2025-02-24,2025-03-02,1,Yes
CT-8015-GMQ,F58F8FB7-75D,002,Assembly,US01,2025-02-24,2025-02-25,-3,No
CT-8015-GMQ,F58F8FB7-75D,003,Release,US01,2025-02-27,2025-02-23,3,Yes
CT-4229-AWU,A8BF7403-DA8,001,Preparation,EU02,2025-06-08,2025-06-12,-3,No
CT-4229-AWU,A8BF7403-DA8,002,Assembly,EU02,2025-06-08,2025-06-14,-1,No
CT-4229-AWU,A8BF7403-DA8,003,Release,EU02,2025-06-10,2025-06-10,1,No
CT-3472-PNG,22D3A96C-CE5,001,Preparation,US01,2025-05-24,2025-05-28,-4,No
CT-3472-PNG,22D3A96C-CE5,002,Assembly,US01,2025-05-27,2025-05-31,-5,No
CT-3472-PNG,22D3A96C-CE5,003,Release,US01,2025-05-25,2025-05-20,-2,Yes
