Old Qty,New Qty,Purchase Document Date,Purchasing Document Type,Material,Purchasing document number,Item number of purchasing document,Plant,Purchasing Group,Schedule line number,Vendor,FACTCAL ID,MRP AREA,MRP CONTRL,MRP TYPE,New Date,Old Date,Reason,Lead Time,FAC_CAL_DEL_DATE,ZDELDATE,Factory Calendar ID,MRP Characteristic,MRP Controller,Product Description,Days Difference,Hit Reason,Actual PO Date,Scheduled PO Date,Qty Ordered,Qty Received,Qty Variance Pront,Po Release Date,Elapse Lead Time,Hit Flag,Internal Vendor Flag,Lead Time Given,Statistical Delivery Date,Purch Order Type Id,Item Delivery Date,Purch Grp Id,Vendor Id,Planned Lead Time,Inbound Delivery Date,MRP Type Id,MRP Controller Id,Days Early Late,Vendor Name,Goods Receipt Date,Flag Delete,Purchase order Flag_Open/Close,Trial Alias
98,114,2025-08-03,FO,MAT-84265,6615766151,13,EU02,PG37,1,V836988,777818442,MRP-69,MRP-42,VB,2023-12-14,2024-10-02,Staff,4,2024-12-03,2026-09-23,366093829,MRP-60,MRP-137,Help Solution,-5,Read,2025-08-03,2025-08-16,98,96,-1,2025-08-01,23,No,V1881294,30,2025-09-08,244621220,2025-03-27,427535516,V4089639,20,2025-08-19,VV,MRP-104,6,Becker PLC Pharma,2026-04-17,Yes,No,CT-8970-PLO
229,234,2024-12-02,NB,MAT-91309,3503907345,64,LAT04,PG40,3,V140839,252700253,MRP-12,MRP-40,PD,2025-08-24,2025-08-10,Trade,41,2025-03-15,2026-10-04,367257674,MRP-82,MRP-118,Simply Injection,11,Market,2024-12-02,2024-12-24,229,226,5,2024-11-30,20,No,V7815439,29,2025-09-12,924375915,2025-05-27,189455926,V7292096,29,2026-05-25,VV,MRP-125,21,Campbell-Willis Pharma,2023-12-12,No,No,CT-8015-GMQ
282,280,2025-03-07,FO,MAT-98864,4896697302,14,AP03,PG85,2,V786892,120432228,MRP-60,MRP-96,PD,2026-09-22,2023-11-28,Ahead,15,2026-05-20,2023-11-28,781312700,MRP-43,MRP-119,Positive Injection,0,Next,2025-03-07,2025-03-23,282,277,1,2025-03-05,23,No,V2817401,28,2026-06-04,337094222,2026-01-08,476746059,V4109514,32,2024-11-03,VB,MRP-118,12,"Riley, Mcknight and Alvarez Pharma",2025-07-29,No,No,CT-9781-BYC
206,203,2025-07-18,FO,MAT-56157,5517018366,87,EU02,PG31,1,V684959,930370962,MRP-95,MRP-61,VV,2024-03-21,2025-12-27,Learn,35,2024-09-01,2026-06-20,213652984,MRP-67,MRP-116,Contain Solution,2,Skill,2025-07-18,2025-08-11,206,202,0,2025-07-16,26,No,V2643938,5,2024-02-18,540286662,2024-07-08,784579021,V6667473,15,2026-11-10,VV,MRP-129,4,Gilmore PLC Pharma,2026-10-11,No,No,CT-7487-KNX
37,44,2025-10-18,FO,MAT-47140,3178309039,78,US01,PG93,5,V596652,520799525,MRP-59,MRP-18,PD,2025-09-21,2024-09-08,Level,11,2025-05-09,2024-09-24,703106389,MRP-54,MRP-111,Side Capsule,11,Smile,2025-10-18,2025-10-26,37,34,0,2025-10-16,7,Yes,V7043736,42,2024-04-10,290298277,2023-12-02,789662273,V7920246,26,2025-02-05,VB,MRP-134,21,Johnson-Allen Pharma,2026-01-26,Yes,Yes,CT-8742-ECD
259,276,2025-06-16,FO,MAT-22610,2113654368,70,LAT04,PG66,3,V354768,940141710,MRP-42,MRP-20,VB,2025-07-25,2025-03-17,Including,4,2024-09-21,2025-08-02,886231947,MRP-61,MRP-108,Us Solution,12,Everything,2025-06-16,2025-07-11,259,257,3,2025-06-14,17,Yes,V1233645,13,2025-05-04,397014353,2025-04-28,296593056,V1523988,9,2026-07-05,PD,MRP-109,17,Thompson-Lewis Pharma,2024-03-04,No,Yes,CT-9771-CZL
250,261,2025-07-24,NB,MAT-84153,8894063902,90,US01,PG31,2,V291970,613175967,MRP-19,MRP-57,VV,2025-03-07,2024-01-13,Establish,22,2025-11-05,2023-12-19,236444996,MRP-15,MRP-118,Floor Patch,3,Second,2025-07-24,2025-08-12,250,246,3,2025-07-22,24,No,V2918430,3,2024-05-13,375175234,2025-06-07,866457531,V2586429,13,2026-03-15,PD,MRP-101,3,Rodriguez and Sons Pharma,2025-02-18,Yes,Yes,CT-3472-PNG
21,41,2025-08-04,NB,MAT-81584,1113907841,86,US01,PG48,1,V366606,973355741,MRP-32,MRP-33,VV,2024-04-19,2026-06-11,Common,40,2026-06-07,2026-10-31,687646739,MRP-46,MRP-136,Set Solution,5,Particular,2025-08-04,2025-08-22,21,20,-2,2025-08-02,27,No,V2543240,18,2026-05-13,384028185,2024-09-30,147744605,V8264837,28,2024-02-04,VV,MRP-126,3,Smith PLC Pharma,2024-02-01,No,No,CT-5806-JWO
291,303,2025-01-29,FO,MAT-59372,5689589505,43,US01,PG36,5,V837828,337223262,MRP-82,MRP-77,VV,2026-08-15,2024-01-14,Bed,31,2024-06-02,2026-08-20,947032973,MRP-86,MRP-126,Issue Patch,4,Cup,2025-01-29,2025-02-05,291,291,0,2025-01-27,17,Yes,V5939791,32,2026-10-30,336090523,2024-07-13,412743178,V4535017,34,2026-06-20,VB,MRP-115,3,"Page, Murphy and Brown Pharma",2026-01-03,No,No,CT-7487-KNX
119,112,2025-01-15,FO,MAT-81584,9730103963,62,US01,PG23,5,V944919,427360929,MRP-41,MRP-81,PD,2024-06-22,2025-08-05,High,8,2026-07-08,2026-04-06,895311537,MRP-42,MRP-136,Set Solution,0,Station,2025-01-15,2025-02-07,119,114,-5,2025-01-13,26,No,V6141331,37,2026-10-30,562785858,2026-09-22,105342684,V3054435,41,2023-12-15,VB,MRP-138,25,"Dudley, Rubio and Shaw Pharma",2025-10-29,Yes,No,CT-5806-JWO
27,41,2025-09-17,NB,MAT-39627,7013864160,29,LAT04,PG25,1,V645502,441939414,MRP-45,MRP-23,VB,2025-10-17,2025-12-06,Free,16,2026-05-07,2025-06-16,776695547,MRP-29,MRP-123,Fund Tablet,5,Toward,2025-09-17,2025-10-03,27,25,-2,2025-09-15,13,Yes,V9545018,20,2026-07-19,340087994,2023-11-30,448964442,V2238528,11,2024-04-12,PD,MRP-125,5,"Barber, Ramos and Meyer Pharma",2025-07-03,Yes,No,CT-5014-EEP
30,49,2025-03-26,NB,MAT-53554,9124058431,55,LAT04,PG35,4,V461816,324461470,MRP-76,MRP-38,VV,2024-02-17,2025-06-07,Authority,4,2025-08-22,2026-07-23,850594833,MRP-16,MRP-103,They Capsule,-3,Practice,2025-03-26,2025-04-14,30,25,0,2025-03-24,26,Yes,V5627323,7,2025-08-05,543857181,2025-05-14,704799941,V6305054,43,2026-10-03,PD,MRP-137,21,Brown Group Pharma,2023-11-21,No,Yes,CT-5014-EEP
38,32,2024-12-08,NB,MAT-40706,3203594788,30,US01,PG73,4,V418321,139678098,MRP-29,MRP-82,VV,2026-02-10,2026-07-08,Wide,34,2024-01-06,2026-10-16,402534703,MRP-28,MRP-103,Keep Capsule,-4,Show,2024-12-08,2024-12-16,38,36,-2,2024-12-06,22,Yes,V2620997,6,2024-11-09,842523424,2025-10-23,902388583,V7139331,25,2025-12-16,PD,MRP-121,2,Black-Huynh Pharma,2026-09-06,Yes,Yes,CT-3395-UCM
61,59,2024-12-15,NB,MAT-47986,7729898852,89,AP03,PG12,3,V424505,797388723,MRP-16,MRP-72,PD,2024-07-18,2026-08-06,Former,6,2025-02-24,2025-05-16,401220353,MRP-68,MRP-130,Experience Tablet,-3,Item,2024-12-15,2025-01-04,61,57,4,2024-12-13,25,Yes,V9830302,19,2023-11-29,427662102,2024-01-24,292007449,V7629841,6,2024-10-24,PD,MRP-132,25,"Lee, Figueroa and Petersen Pharma",2024-05-17,No,No,CT-4229-AWU
189,180,2025-01-28,NB,MAT-18097,5546509256,22,AP03,PG15,1,V928923,875515612,MRP-37,MRP-12,PD,2025-07-22,2024-07-29,Ok,31,2024-10-22,2024-12-10,982191730,MRP-15,MRP-114,Enter Capsule,2,Sister,2025-01-28,2025-02-14,189,188,-4,2025-01-26,9,Yes,V6087380,45,2025-08-30,824076656,2024-06-22,379916882,V7494917,13,2025-07-03,VV,MRP-105,23,Hill-Martin Pharma,2025-04-17,Yes,No,CT-7047-GQC
233,239,2025-03-22,FO,MAT-49508,4841636347,84,LAT04,PG78,1,V674661,672229052,MRP-70,MRP-84,VV,2026-08-25,2023-12-28,Around,28,2025-08-08,2026-03-25,209875621,MRP-78,MRP-116,Able Patch,13,Sign,2025-03-22,2025-04-03,233,230,-5,2025-03-20,12,No,V1612308,25,2024-02-20,637099673,2024-08-12,554911532,V8322459,42,2026-02-14,PD,MRP-125,27,Romero-Harper Pharma,2024-06-07,Yes,Yes,CT-6592-IDY
195,205,2025-06-28,FO,MAT-33775,2748052998,27,LAT04,PG95,5,V778895,639226555,MRP-47,MRP-64,PD,2025-09-30,2024-03-18,Form,27,2025-02-05,2026-09-17,300782245,MRP-34,MRP-113,Something Patch,0,Key,2025-06-28,2025-07-19,195,195,-2,2025-06-26,29,Yes,V7130724,43,2026-11-04,780336443,2025-02-23,721214792,V9552416,27,2026-01-10,VB,MRP-108,6,"Moran, Fernandez and Jensen Pharma",2024-02-21,Yes,No,CT-9831-IEW
154,160,2024-11-30,NB,MAT-54713,6792946596,86,AP03,PG91,5,V513362,283697988,MRP-98,MRP-28,VB,2026-05-27,2024-03-02,Somebody,38,2026-02-19,2024-05-05,320857973,MRP-58,MRP-134,Free Solution,10,Morning,2024-11-30,2024-12-16,154,149,5,2024-11-28,10,Yes,V5258805,39,2025-08-08,902178547,2024-03-06,994832334,V7616672,8,2025-09-18,PD,MRP-106,27,Garza-Henderson Pharma,2025-10-06,No,No,CT-3230-HFO
253,254,2025-07-30,FO,MAT-16078,5570263888,63,LAT04,PG36,4,V183836,869205558,MRP-65,MRP-19,PD,2025-01-04,2024-06-04,Hope,40,2026-04-11,2025-03-15,304372613,MRP-62,MRP-139,Stock Patch,9,Pull,2025-07-30,2025-08-13,253,249,-1,2025-07-28,10,No,V5693271,5,2024-06-16,597271545,2023-12-31,342716595,V1600939,20,2024-04-28,VB,MRP-127,28,Smith-Phillips Pharma,2024-02-12,No,No,CT-9831-IEW
168,171,2025-05-21,FO,MAT-54383,5023718393,57,EU02,PG71,4,V289245,817388075,MRP-61,MRP-36,VV,2026-04-29,2024-05-01,Back,39,2024-06-14,2025-01-26,706989426,MRP-54,MRP-108,Agency Injection,5,Move,2025-05-21,2025-06-01,168,163,5,2025-05-19,10,No,V5480968,45,2025-02-27,996237248,2025-11-17,457525075,V5534700,11,2025-11-06,VV,MRP-134,19,"Jenkins, Santos and Frank Pharma",2024-01-28,No,Yes,CT-3636-AVP
283,290,2025-04-24,FO,MAT-58634,7090074284,38,EU02,PG94,1,V802989,181611552,MRP-61,MRP-39,VV,2023-12-22,2024-06-07,Feeling,38,2025-02-18,2025-09-14,692653534,MRP-63,MRP-109,Impact Patch,12,School,2025-04-24,2025-05-11,283,281,-1,2025-04-22,7,No,V3581292,40,2025-11-30,563306714,2026-02-28,524956271,V7714692,14,2024-12-30,PD,MRP-125,17,Sampson-Keller Pharma,2024-05-07,No,No,CT-7047-GQC
258,260,2025-09-20,FO,MAT-22354,8791753360,73,LAT04,PG99,1,V194324,340143442,MRP-80,MRP-33,VB,2025-05-23,2026-10-06,Recent,19,2026-04-29,2024-06-03,759409528,MRP-56,MRP-135,Light Tablet,3,Job,2025-09-20,2025-09-29,258,256,-4,2025-09-18,8,Yes,V5964933,25,2024-08-22,159877841,2025-11-02,977479105,V5280227,10,2025-05-31,VB,MRP-101,22,"Sandoval, Lopez and Lloyd Pharma",2026-09-06,No,Yes,CT-4229-AWU
216,215,2025-09-29,NB,MAT-30703,7707757366,38,AP03,PG24,3,V914028,238405733,MRP-69,MRP-40,VV,2025-11-25,2024-01-22,Himself,27,2024-06-11,2023-12-29,633454765,MRP-47,MRP-124,Cold Injection,-2,Western,2025-09-29,2025-10-28,216,215,3,2025-09-27,9,Yes,V7014881,26,2025-09-24,346009934,2024-03-18,179593127,V1415186,33,2025-05-09,VB,MRP-138,11,"Johnson, Walter and Watkins Pharma",2024-10-16,No,No,CT-3228-ZKT
220,223,2025-08-26,NB,MAT-53554,4292205934,26,LAT04,PG48,2,V504081,502129908,MRP-94,MRP-66,VB,2024-10-10,2025-07-26,Control,44,2026-10-24,2025-10-11,119017951,MRP-45,MRP-103,They Capsule,15,Rest,2025-08-26,2025-09-04,220,217,4,2025-08-24,22,No,V6200561,19,2024-01-29,947227377,2026-07-20,283599545,V2676184,41,2025-01-13,PD,MRP-136,16,Johnson-Rodriguez Pharma,2023-12-23,No,Yes,CT-5014-EEP
299,303,2024-11-18,NB,MAT-79992,6321263678,68,EU02,PG97,1,V355576,996286780,MRP-76,MRP-48,VB,2025-04-01,2024-09-03,Loss,12,2025-10-18,2026-06-06,812047196,MRP-59,MRP-115,Anyone Tablet,0,Box,2024-11-18,2024-12-16,299,295,3,2024-11-16,12,Yes,V2583717,30,2024-11-07,654156595,2023-12-20,314285216,V6798635,45,2025-04-15,VV,MRP-122,18,"Lopez, Reyes and Robinson Pharma",2025-10-09,Yes,No,CT-6551-IBW
251,269,2025-05-11,NB,MAT-59372,6461923231,15,US01,PG31,3,V675202,985341528,MRP-76,MRP-65,PD,2024-07-20,2024-01-27,Standard,12,2026-07-22,2023-12-31,410044014,MRP-29,MRP-126,Issue Patch,4,Take,2025-05-11,2025-05-21,251,249,-4,2025-05-09,29,Yes,V2769811,6,2026-07-03,490936394,2026-06-20,947746677,V5449957,27,2024-07-06,VV,MRP-135,4,Jimenez-Warren Pharma,2024-09-05,No,Yes,CT-7487-KNX
78,96,2025-03-02,FO,MAT-97442,1178576864,69,EU02,PG17,1,V896418,487975846,MRP-93,MRP-22,VV,2025-01-21,2026-05-06,Cover,44,2024-01-03,2026-02-01,596229973,MRP-62,MRP-101,Common Patch,8,Ahead,2025-03-02,2025-03-17,78,75,-5,2025-02-28,30,Yes,V2989774,33,2024-11-06,597540502,2025-05-07,491948539,V4082518,4,2024-01-21,VB,MRP-120,28,Guerrero-Rodriguez Pharma,2026-04-06,Yes,Yes,CT-2004-PSX
90,107,2024-11-23,NB,MAT-40706,1827626000,62,US01,PG98,5,V891108,387743707,MRP-11,MRP-88,VB,2025-04-08,2025-12-24,Opportunity,42,2024-12-23,2025-05-07,507811278,MRP-94,MRP-103,Keep Capsule,0,Fly,2024-11-23,2024-12-16,90,87,0,2024-11-21,6,No,V4468440,12,2024-12-11,572468451,2025-01-26,691659286,V6169577,9,2024-02-17,VV,MRP-119,23,Walsh and Sons Pharma,2025-12-15,No,No,CT-3395-UCM
197,198,2025-10-23,FO,MAT-39627,3553222505,58,LAT04,PG68,1,V164701,311060734,MRP-24,MRP-79,PD,2024-10-18,2025-03-12,Deal,28,2026-07-13,2024-05-13,353941565,MRP-96,MRP-123,Fund Tablet,-3,Or,2025-10-23,2025-11-15,197,196,-3,2025-10-21,21,No,V6358721,11,2026-07-26,414769787,2024-07-25,256312023,V1422759,11,2026-03-29,VB,MRP-137,15,Rhodes Ltd Pharma,2026-05-05,Yes,Yes,CT-5014-EEP
104,124,2025-06-15,NB,MAT-32011,8657532792,40,EU02,PG90,4,V835632,869203887,MRP-63,MRP-76,VV,2026-07-15,2024-12-24,Very,32,2024-06-26,2024-04-18,753613356,MRP-79,MRP-134,Offer Tablet,4,Tend,2025-06-15,2025-07-06,104,103,5,2025-06-13,21,Yes,V9148766,20,2025-12-31,853814779,2025-04-04,985134198,V8198261,45,2026-04-05,PD,MRP-112,30,Wilkerson-Charles Pharma,2025-07-28,No,Yes,CT-2004-PSX
270,284,2025-06-21,FO,MAT-86168,4760212238,82,AP03,PG18,5,V503242,221070815,MRP-21,MRP-33,VB,2025-04-06,2026-08-18,Become,13,2025-04-09,2024-02-19,493672540,MRP-31,MRP-119,Run Solution,-1,Hand,2025-06-21,2025-07-17,270,269,5,2025-06-19,5,Yes,V2767378,31,2025-03-10,656031289,2025-02-01,859343653,V3342214,3,2023-11-25,VB,MRP-124,24,Sandoval Inc Pharma,2026-07-19,Yes,Yes,CT-6109-EDZ
269,270,2025-10-06,NB,MAT-74459,9939634231,50,US01,PG65,4,V881846,995179159,MRP-19,MRP-64,VV,2025-11-24,2025-04-13,Go,31,2024-07-11,2026-09-17,149849416,MRP-15,MRP-114,Memory Solution,13,High,2025-10-06,2025-10-16,269,264,3,2025-10-04,27,No,V5436284,13,2026-06-19,321696057,2024-06-02,403196833,V8801351,44,2026-10-17,PD,MRP-134,26,Miller-Morgan Pharma,2023-12-15,Yes,No,CT-8015-GMQ
111,124,2025-06-29,FO,MAT-60599,6791606411,87,EU02,PG93,3,V155706,430934707,MRP-96,MRP-96,VV,2025-12-30,2025-07-23,Poor,9,2024-01-19,2025-07-25,522776313,MRP-74,MRP-113,Traditional Patch,11,Sometimes,2025-06-29,2025-07-14,111,109,-1,2025-06-27,11,No,V2760069,15,2024-02-05,882031257,2025-01-19,739321079,V8759693,23,2026-03-04,PD,MRP-124,10,Rivera PLC Pharma,2025-10-26,No,Yes,CT-2004-PSX
88,94,2025-07-09,NB,MAT-98864,3289950535,31,AP03,PG19,4,V206960,330446139,MRP-75,MRP-90,PD,2025-06-07,2024-07-06,Care,18,2024-02-21,2026-07-09,225259134,MRP-13,MRP-119,Positive Injection,10,Big,2025-07-09,2025-07-31,88,83,-1,2025-07-07,18,Yes,V7874547,44,2024-03-29,133014330,2024-06-07,629075414,V5118141,33,2026-05-18,VB,MRP-119,10,"Moore, Valenzuela and Murphy Pharma",2025-05-26,No,Yes,CT-9781-BYC
135,139,2025-05-02,NB,MAT-86168,8944940630,37,AP03,PG66,2,V830308,355607602,MRP-96,MRP-94,VB,2026-08-07,2025-12-22,Dinner,14,2024-03-10,2026-06-21,979814824,MRP-62,MRP-119,Run Solution,5,Area,2025-05-02,2025-06-01,135,130,4,2025-04-30,6,No,V8621078,28,2024-02-26,853730004,2024-03-03,938743090,V7126234,3,2026-04-17,VV,MRP-131,28,Cohen Group Pharma,2024-06-13,Yes,Yes,CT-6109-EDZ
40,57,2025-03-30,NB,MAT-34899,4464362890,55,US01,PG20,2,V470745,768763297,MRP-63,MRP-55,VV,2024-10-09,2025-08-28,Gun,9,2026-06-13,2024-07-07,139297442,MRP-73,MRP-107,Continue Capsule,4,Local,2025-03-30,2025-04-28,40,37,-4,2025-03-28,13,No,V5913854,30,2024-06-11,173184209,2026-06-10,250563919,V2487532,16,2024-11-26,VB,MRP-108,26,Camacho Ltd Pharma,2024-07-09,No,Yes,CT-3395-UCM
50,59,2025-10-13,FO,MAT-98864,1388867421,60,AP03,PG54,2,V824814,643850304,MRP-95,MRP-31,PD,2025-11-14,2026-03-30,Rate,44,2025-10-06,2025-10-04,396641484,MRP-89,MRP-119,Positive Injection,8,You,2025-10-13,2025-11-11,50,45,-3,2025-10-11,17,No,V6842425,40,2025-02-10,951274433,2026-10-30,529594213,V1212133,23,2026-02-21,VV,MRP-108,17,Bryant-Nelson Pharma,2025-01-23,Yes,Yes,CT-9781-BYC
260,255,2025-03-12,NB,MAT-78401,1695318045,32,US01,PG47,2,V470454,544086590,MRP-53,MRP-18,PD,2025-04-06,2024-08-22,Heavy,40,2026-11-05,2025-09-14,984266128,MRP-24,MRP-103,Expect Tablet,13,Score,2025-03-12,2025-04-09,260,260,3,2025-03-10,24,No,V2681120,11,2025-02-26,692621053,2024-05-05,334818150,V4482975,4,2025-03-23,VB,MRP-127,18,Castillo-Watkins Pharma,2024-08-10,No,No,CT-1696-SCY
66,57,2025-04-06,NB,MAT-23246,6993816615,38,US01,PG53,1,V851345,554792971,MRP-21,MRP-58,PD,2026-06-17,2024-08-11,Face,7,2026-01-08,2026-11-04,555782055,MRP-77,MRP-119,Type Injection,-2,Myself,2025-04-06,2025-04-30,66,61,5,2025-04-04,22,No,V8208667,15,2024-10-03,445587165,2026-01-05,441114448,V6635124,37,2026-06-14,PD,MRP-106,6,Gutierrez-Grimes Pharma,2025-08-24,Yes,Yes,CT-8872-GKR
175,175,2025-08-02,FO,MAT-47140,5740786769,65,US01,PG59,3,V766475,974077870,MRP-62,MRP-31,VB,2026-10-15,2025-07-12,Face,20,2025-06-15,2025-10-10,343365908,MRP-49,MRP-111,Side Capsule,7,None,2025-08-02,2025-08-19,175,175,3,2025-07-31,13,No,V3726343,16,2024-07-19,297975158,2024-11-09,621294127,V9624473,40,2025-06-27,VB,MRP-127,7,Mckenzie-Johnson Pharma,2025-02-08,No,No,CT-8742-ECD
142,140,2025-07-04,NB,MAT-86168,1666217243,62,AP03,PG22,1,V560574,630639792,MRP-43,MRP-15,VB,2025-03-20,2026-10-30,Back,38,2025-05-13,2025-09-30,118757415,MRP-85,MRP-119,Run Solution,-5,Science,2025-07-04,2025-07-31,142,142,3,2025-07-02,13,Yes,V7587953,20,2025-08-24,950248071,2026-05-26,493541513,V9952652,25,2025-07-05,VV,MRP-133,21,Bartlett-Long Pharma,2025-09-01,Yes,Yes,CT-6109-EDZ
169,171,2025-07-17,NB,MAT-91309,3282829497,63,LAT04,PG88,3,V917944,779599587,MRP-66,MRP-99,VB,2026-05-03,2026-09-24,Himself,15,2024-03-08,2024-07-17,940766545,MRP-16,MRP-118,Simply Injection,6,Herself,2025-07-17,2025-08-03,169,165,-1,2025-07-15,18,Yes,V1093714,12,2024-09-11,822599551,2026-09-13,129199458,V8894975,44,2024-03-29,PD,MRP-108,3,Vaughn LLC Pharma,2025-03-04,No,Yes,CT-8015-GMQ
25,28,2025-01-14,FO,MAT-45907,5296316693,57,LAT04,PG41,2,V252303,981414129,MRP-86,MRP-65,VV,2024-11-21,2025-07-28,Certainly,42,2024-02-19,2024-12-30,326021415,MRP-64,MRP-115,Speech Patch,5,She,2025-01-14,2025-02-02,25,21,-4,2025-01-12,12,Yes,V2841807,14,2026-04-16,658636183,2025-03-09,689734986,V4386769,42,2025-06-22,PD,MRP-106,19,"White, Hobbs and Jones Pharma",2023-12-25,No,Yes,CT-3472-PNG
15,14,2025-03-16,FO,MAT-47986,8884962345,81,AP03,PG21,1,V133113,953123720,MRP-83,MRP-34,VB,2026-08-28,2026-05-23,Nearly,11,2024-03-08,2024-03-17,138110087,MRP-88,MRP-130,Experience Tablet,6,Never,2025-03-16,2025-04-11,15,12,-1,2025-03-14,30,Yes,V6978374,33,2025-03-17,412207026,2026-06-11,691373375,V5556124,3,2025-04-28,PD,MRP-106,4,Medina-Thomas Pharma,2025-03-05,No,No,CT-4229-AWU
281,273,2025-01-15,NB,MAT-37872,6794324131,50,AP03,PG87,3,V881797,190943185,MRP-97,MRP-87,VV,2025-04-03,2024-04-04,Dinner,13,2025-05-14,2025-12-28,682373190,MRP-15,MRP-110,Effort Capsule,-2,Wonder,2025-01-15,2025-01-23,281,277,-3,2025-01-13,6,Yes,V6309315,40,2024-03-07,511126913,2024-08-04,226408106,V7853893,3,2026-09-05,PD,MRP-136,8,"Rhodes, Bryant and Wilson Pharma",2024-04-14,Yes,Yes,CT-1816-RCG
259,263,2024-12-03,NB,MAT-58266,6417292224,71,EU02,PG37,4,V877146,928996890,MRP-20,MRP-90,PD,2023-12-26,2026-03-27,Property,44,2024-05-24,2026-03-24,797274742,MRP-69,MRP-114,Tree Injection,7,Magazine,2024-12-03,2025-01-02,259,256,5,2024-12-01,20,Yes,V4154002,28,2025-01-11,929162171,2025-12-15,752466520,V7024050,38,2024-01-12,PD,MRP-126,29,"Williams, Patton and Graves Pharma",2026-09-29,No,Yes,CT-3228-ZKT
55,52,2024-12-18,FO,MAT-46171,1035324762,28,AP03,PG42,5,V686805,815784341,MRP-95,MRP-84,VV,2026-07-11,2025-01-28,Order,32,2026-07-04,2025-02-11,447209971,MRP-68,MRP-136,Though Solution,-1,Specific,2024-12-18,2024-12-31,55,55,-2,2024-12-16,17,No,V5358568,39,2023-12-04,588507394,2024-10-31,276885444,V3178549,43,2026-10-17,VB,MRP-116,4,"Evans, Williams and Baldwin Pharma",2025-10-13,No,Yes,CT-3636-AVP
189,181,2025-10-05,NB,MAT-14115,6823539802,83,EU02,PG39,3,V478397,384745375,MRP-58,MRP-67,PD,2025-02-23,2024-06-14,Magazine,7,2023-12-21,2025-06-15,215352848,MRP-47,MRP-135,Property Tablet,-1,Bill,2025-10-05,2025-10-23,189,186,4,2025-10-03,25,Yes,V4984878,12,2024-07-19,417003923,2025-11-04,277474094,V1429899,18,2025-06-24,VV,MRP-133,14,Shannon-Robinson Pharma,2025-06-14,Yes,Yes,CT-1696-SCY
226,242,2024-11-30,FO,MAT-31615,1678086810,83,EU02,PG63,2,V368106,695661572,MRP-83,MRP-74,PD,2024-04-06,2025-04-08,I,23,2025-11-17,2025-12-14,818822065,MRP-73,MRP-122,Trouble Capsule,12,Prove,2024-11-30,2024-12-12,226,224,-3,2024-11-28,20,No,V6492149,29,2025-11-01,324232909,2024-06-16,515554502,V4322159,18,2024-03-21,VV,MRP-110,22,Barnett-Simmons Pharma,2026-05-24,No,Yes,CT-9781-BYC
52,42,2025-02-12,FO,MAT-59372,2031948038,56,US01,PG33,4,V239641,947617245,MRP-27,MRP-69,VV,2026-10-12,2024-12-19,Issue,39,2025-07-26,2026-04-19,998570666,MRP-32,MRP-126,Issue Patch,12,Station,2025-02-12,2025-03-03,52,52,-2,2025-02-10,23,Yes,V1466472,19,2026-03-04,893091456,2024-06-04,358773962,V3615983,41,2024-03-03,VV,MRP-116,2,Lucas-Mills Pharma,2026-07-28,No,No,CT-7487-KNX
154,148,2025-06-05,FO,MAT-68176,3761201676,46,EU02,PG32,2,V131440,581417914,MRP-21,MRP-17,PD,2025-11-06,2024-12-14,Find,6,2025-07-16,2024-03-13,242705714,MRP-40,MRP-137,Treat Tablet,14,Field,2025-06-05,2025-07-04,154,152,-3,2025-06-03,26,No,V2808419,33,2025-02-09,259729430,2025-04-10,967181616,V7617943,14,2025-04-05,VB,MRP-104,15,"Coleman, Gonzales and Kelly Pharma",2024-03-17,No,No,CT-3230-HFO
64,60,2025-07-26,NB,MAT-58634,1401932710,12,EU02,PG12,4,V585339,564613158,MRP-51,MRP-89,VB,2026-06-17,2025-06-18,West,15,2025-01-23,2024-08-01,798827139,MRP-97,MRP-109,Impact Patch,-1,Within,2025-07-26,2025-08-10,64,64,5,2025-07-24,28,Yes,V5811092,38,2025-09-16,448576379,2025-09-19,956004132,V9939781,25,2025-08-21,PD,MRP-130,1,Clarke-Jones Pharma,2026-07-07,No,Yes,CT-7047-GQC
154,160,2025-01-20,FO,MAT-22152,5082362660,11,US01,PG23,2,V916602,596705940,MRP-95,MRP-26,VB,2025-01-11,2025-07-26,Trade,5,2026-03-12,2026-03-22,772047286,MRP-25,MRP-129,Culture Solution,7,Culture,2025-01-20,2025-01-31,154,153,5,2025-01-18,8,Yes,V5831736,45,2024-12-20,846790002,2025-11-22,197435500,V8112534,35,2026-05-03,PD,MRP-124,23,"Saunders, Woods and Wiley Pharma",2025-04-25,Yes,No,CT-3472-PNG
220,210,2025-05-07,FO,MAT-49651,4217635518,39,AP03,PG88,4,V792475,676577182,MRP-78,MRP-50,VV,2025-03-05,2026-10-12,Partner,41,2025-12-18,2025-02-09,135754893,MRP-83,MRP-112,High Injection,12,History,2025-05-07,2025-05-25,220,220,-3,2025-05-05,25,No,V1396947,9,2026-03-06,981158246,2024-04-14,223360384,V8910683,29,2026-06-17,PD,MRP-138,10,Blake-Goodman Pharma,2024-07-31,Yes,No,CT-9831-IEW
